temp,lowp,outp,seed,mode,qt_frac,train_ratio,out_root,model,R2,MAE,RMSE,MAPE(%)
293K,HENRY,5,2029,lowr,0.65,0.5,./RUN_FULL_EXP,cat,0.9727617184983924,0.062231890079299565,0.012974275877649053,4.5317491530434095
