temp,lowp,outp,seed,mode,qt_frac,train_ratio,out_root,model,R2,MAE,RMSE,MAPE(%)
273K,HENRY,15,2025,struct_with_input,0.1,0.2,./RUN_FULL_EXP,cat,0.9514951587243304,0.26138615355513156,0.14277945727100233,7.346906846893862
