Feature,Importance
0.01,80.79609866637279
ASA_m2_g,2.658709209296287
AV_cm3_g,2.376352470978251
AV_VF,2.1489409067594805
LCD,2.031110677197372
Has_OMS,1.8571410826857286
PLD,1.7944586155652387
ASA_m2_cm3,1.7144296881859977
cm3_g,1.70127189164721
LFPD,1.4570626267407738
NASA_m2_g,0.7765692043164417
NASA_m2_cm3,0.558073938254559
NAV_cm3_g,0.12978102199985214
