Feature,Importance
5,66.6687982451549
0.01_x,13.399046515930669
0.01_y,11.7806225810125
AV_cm3_g_y,1.053515650010911
ASA_m2_cm3_y,1.0325883376227514
AV_VF_x,0.7164647090777189
ASA_m2_g_x,0.549375617186917
cm3_g_x,0.4701558661281307
PLD_x,0.4590720568314245
LFPD_y,0.4368872043585587
LFPD_x,0.3690729745920958
cm3_g_y,0.35758250932658536
AV_cm3_g_x,0.312803323620714
ASA_m2_cm3_x,0.30553178372545875
ASA_m2_g_y,0.3045784690679775
LCD_x,0.2955605271048172
LCD_y,0.2760099146687956
PLD_y,0.21289339675341595
AV_VF_y,0.20608495641005073
NASA_m2_cm3_y,0.1836664477031998
NASA_m2_cm3_x,0.1542379292592069
NASA_m2_g_x,0.13208552311838126
NAV_cm3_g_y,0.1101518877929916
Has_OMS_y,0.09042837889748846
Has_OMS_x,0.06198773916724179
NASA_m2_g_y,0.03977951501819958
NAV_cm3_g_x,0.021017940458891864
