Feature,Importance
HENRY,81.93819503909657
AV_VF,2.6851109306856262
Has_OMS,2.3418070535210447
AV_cm3_g,2.032323775658087
ASA_m2_cm3,1.8705803422725698
PLD,1.6568324662350906
cm3_g,1.609872193387152
ASA_m2_g,1.5753257601952446
LCD,1.5344510133119902
LFPD,1.4645940117567242
NASA_m2_cm3,0.7276417896808839
NASA_m2_g,0.5260740170178448
NAV_cm3_g,0.037191607181152754
