,,R2,R2,MAE,MAE,RMSE,RMSE,MAPE(%),MAPE(%)
,,mean,std,mean,std,mean,std,mean,std
train_ratio,qt_frac,,,,,,,,
0.05,0.0,0.8754756542177876,0.028175053923750203,0.027510954919642987,0.0010610681407446114,0.00903296124315094,0.00210594457220387,8.876040681429329,0.983690373892251
0.05,0.03,0.9488955112957942,0.01076644432298669,0.0221042743612593,0.0007856317557287273,0.003421953518933714,0.0008500430143711558,7.250954242380965,0.5525247075575318
0.05,0.05,0.9558840190468304,0.011104451462896183,0.02217221415039337,0.0014596074639591627,0.0027809091190887482,0.0007891704356094831,7.497905123645381,0.47922531057307316
0.1,0.0,0.92825093646575,0.011079457052841678,0.020478730836320784,0.0008685845015616137,0.00515392549469444,0.0008843446534381476,6.135294089541964,0.5144781742052061
0.1,0.05,0.9619713425728988,0.011377371222369188,0.017523168013840885,0.0010703636625867504,0.002387039278805928,0.0008559757923918658,5.363193481476132,0.27402078411530795
0.1,0.1,0.9735582226224148,0.003086788947062226,0.016305667659132543,0.0004611658090500226,0.0013649436259018386,0.0001787927213791742,5.038915446155667,0.12913744426927842
0.15,0.0,0.9343267409051693,0.017708517348383215,0.01915360802417389,0.0013577198751712712,0.004796236944609407,0.001402343153718125,5.365299619090679,0.2294897841394758
0.15,0.07,0.9707926936515356,0.005517267001782771,0.015165523287395472,0.0003386717843533195,0.0017007854503891958,0.00040343539284889193,4.285774042342786,0.040159198166429724
0.15,0.15,0.9779197909181331,0.0008406358768617186,0.013994022520021687,0.00022104994902357543,0.0009196782828461167,4.174748925728267e-05,4.118604497668701,0.08945085305818844
0.2,0.0,0.9481605274643531,0.010593937868977214,0.017458472431666535,0.0006920867065396358,0.0037906115229437154,0.0007860675136384841,4.69726785741423,0.12149071408973051
0.2,0.1,0.9763585151140545,0.0033048138866799814,0.01357735393894902,0.0003808020543992393,0.001236123537875955,0.00020594678098719514,3.819233181541189,0.128456445955044
0.2,0.2,0.9868304054773839,0.00243983907113459,0.012328777666895916,0.00015241270579943367,0.0004581218338494947,8.094517533413372e-05,3.6360535236103546,0.023897574383332326
0.25,0.0,0.9602064649866466,0.007825447131474678,0.015613405377763626,0.0005406581133231859,0.002841808683316165,0.0005334125208219419,4.245371422082983,0.188498113503943
0.25,0.12,0.9795453365132133,0.003483130966191325,0.012863014621225091,0.00036012904960355607,0.0009491584454768088,0.00019030083500929014,3.5845784772454437,0.0892156713566299
0.25,0.25,0.9890335225773825,0.0005241744669264211,0.011555443372405357,0.00016396066084705936,0.00033579074561307316,1.7511640188185225e-05,3.3691581193435107,0.047225082073412965
0.3,0.0,0.9528429752973897,0.008354517565252538,0.01626641193339448,0.0006850861421838511,0.0034702120836964763,0.0006400236041585137,4.038017934888265,0.3240003631948871
0.3,0.15,0.9832441839535351,0.0027509431593296524,0.012071410235125375,0.0003285052999872125,0.0007089224412971501,0.00014194511424183638,3.400500432340215,0.1069663036868904
0.3,0.3,0.9894758334942981,0.000496415540855005,0.011031864195827667,6.53348814544257e-05,0.0003034400064396396,1.311506598188048e-05,3.170723013060373,0.030303842893113307
0.35,0.0,0.9636841564658208,0.007730548630199519,0.015362033980489057,0.0007299115593569036,0.0026862988756342103,0.0006016673101253455,3.826332871122186,0.12978877265596142
0.35,0.17,0.9843549106138696,0.005540208933160386,0.011379269203351245,0.00028226979185031213,0.0005846917075260484,0.00020829518312955338,3.2911405237986324,0.07065121470747276
0.35,0.35,0.9901420720287915,0.0005236194042655568,0.010606971886596216,0.00015152717446373143,0.000266169281713511,1.3978372505458956e-05,3.0080645587469172,0.04840075343293091
0.4,0.0,0.9639404628670019,0.008059884776874924,0.015160823136488939,0.0007210905941162396,0.002597831351531071,0.0006486244844743588,3.7390492479433726,0.06874102039213663
0.4,0.2,0.9902276380041155,0.0008129265250960067,0.010836524749707257,0.0001769870403674994,0.0003421940567882365,2.2769702770064573e-05,3.0819902386780553,0.05164548142346291
0.4,0.4,0.9903335744867494,0.00035922149234189084,0.010300335506685137,8.409804604739298e-05,0.00024090983030023626,7.449665784076377e-06,2.9105856040931344,0.024512721431286588
0.45,0.0,0.9617754669624496,0.007587001020691282,0.014693703741930231,0.000488513897897536,0.002741874242919756,0.0005553526134538189,3.6487684664689857,0.13709660246975253
0.45,0.23,0.9904841720832108,0.00034212752402352364,0.010583058222011617,0.00013963021892572734,0.00030596495812012104,1.0643504617539792e-05,3.0136871301607364,0.023783807039718854
0.45,0.45,0.989887910530945,0.0010462218935241635,0.010050259949729471,0.00017432311886801492,0.00023535085241700385,2.6013898816450104e-05,2.8124620825221447,0.026710131382377038
0.5,0.0,0.9690400342840195,0.0040329658446561795,0.013997566281553641,0.00033525190617127447,0.0021505311373209253,0.0003167686718416638,3.7139534200350113,0.23945980462760924
0.5,0.25,0.9907203936983414,0.0003550485988480718,0.010300570852298312,6.314358152534855e-05,0.00028414826211627597,1.1126366559106226e-05,2.949924354187626,0.04626512915224643
0.5,0.5,0.9898738034775777,0.0004499573081503763,0.009903439223261517,0.00013739494679669483,0.00021787937508187531,9.77284872521007e-06,2.787111023222823,0.047884855305397676
0.55,0.0,0.967078183606989,0.013012752637621984,0.01415220449907173,0.001071762925937755,0.0024249304468447067,0.0010717474386091337,3.4778562202654895,0.18630099779819076
0.55,0.28,0.9909579049614253,0.0007483644287346793,0.010156618771540038,0.00018534257130805326,0.00026385982302144903,2.1774268888430746e-05,2.871411709315273,0.04200498059298666
0.55,0.55,0.9898280419058118,0.000673606600354747,0.009709744931924854,0.00026957898725846007,0.00020232228743676672,1.4975861191346052e-05,2.7200736663463974,0.053682219439162196
0.6,0.0,0.9637419945278026,0.008820907815564683,0.014388158056272521,0.0005674302105152562,0.0027080920450986814,0.0006615770436700086,3.494362224103127,0.10324765975910846
0.6,0.3,0.9909908866617329,0.0006488025288074684,0.009982361621825106,0.0001267344384975058,0.0002606895529169882,1.743051750206513e-05,2.802300678808927,0.03255596046676619
0.6,0.6,0.9896781592086334,0.0011659749684078341,0.00961107361627602,9.713909155307403e-05,0.00019259794405436146,2.153469387362114e-05,2.668865650862967,0.025304421601673247
0.65,0.0,0.9681083992083972,0.010078062635330742,0.013792592363723221,0.001118528533936777,0.0023676401906717456,0.0010126186013246336,3.497956426860103,0.04507277487738177
0.65,0.33,0.9912829724667691,0.0012141752596440375,0.00983224797022421,0.0001830154870022604,0.00024058311719489774,2.967572610070966e-05,2.7446373484474162,0.050651027930728
0.65,0.65,0.9900864863238106,0.00058581060062709,0.009392329968059757,0.00025303582353904504,0.0001738606405501455,1.3094742520226742e-05,2.6116468291520625,0.06070897608579998
0.7,0.0,0.9678478709789621,0.016455273176363167,0.013584288232839548,0.0017928047225244093,0.0023688256685175284,0.0013695697993760009,3.4042929994686566,0.09002333897651092
0.7,0.35,0.9915746711828046,0.0004038318432600185,0.009759581274904217,9.573179045145763e-05,0.0002247282279520286,6.174560872755191e-06,2.7286578013235028,0.01574258174653123
0.7,0.7,0.9895724251772053,0.0011639971318162467,0.009188342202508182,0.00020303349371469598,0.00017216956564329434,1.91184776268167e-05,2.5271624105704396,0.05509466722214228
0.75,0.0,0.9706849821363635,0.01776445417061749,0.013011933624192885,0.001880570347317274,0.002034204513669602,0.001423953316555351,3.3735850304443558,0.19524939580378095
0.75,0.38,0.9912884848480342,0.0010143085495736693,0.009713449706506217,0.00028210461637118107,0.00022273985140433967,2.6345907532996174e-05,2.7250178204661193,0.07121615788026893
0.75,0.75,0.9891582645704045,0.0009121079806466839,0.009238998071039187,0.0002260044698894346,0.0001661253753585862,1.386783347561675e-05,2.543149996015438,0.05846554241672748
0.8,0.0,0.9749943190276269,0.007096098335483287,0.013159303850429719,0.0005308080894067045,0.0019545541929539673,0.0006242232366465239,3.2713428606623522,0.1332755766908371
0.8,0.4,0.9909365426212082,0.0009193964146527344,0.009594351472920638,0.00014170025591980572,0.00022324782714962222,1.78246857465637e-05,2.682896331758628,0.034244247249898024
0.8,0.8,0.9876697701889965,0.002145280724708847,0.009149743605371404,0.00030349326147772316,0.00017183145567818063,3.142272715757275e-05,2.5096203927134626,0.08446447811378226
