train_ratio,qt_frac,seed,R2,MAE,RMSE,MAPE(%)
0.05,0.0,2025,0.8493022106986939,0.028323427216499508,0.010969697479076945,9.290654991574726
0.05,0.0,2026,0.844049126201201,0.028755976886543515,0.011397828507811665,8.18406540181152
0.05,0.0,2027,0.8786395014261513,0.02752211189774892,0.00879204679847284,7.628047436912051
0.05,0.0,2028,0.9003481780047562,0.026199602217365944,0.007219213303032655,9.139211874773098
0.05,0.0,2029,0.9050392547581353,0.02675365638005706,0.006786020127360598,10.138223702075253
0.05,0.03,2025,0.9525442366401556,0.022009760219963568,0.003092904916035899,7.444262644647659
0.05,0.03,2026,0.9470730421953891,0.022627810436317765,0.003551150269403472,7.777434296417093
0.05,0.03,2027,0.964652239894594,0.021245557655623828,0.0022004154524496965,7.544281501609584
0.05,0.03,2028,0.9354042566967714,0.023142569650411254,0.004495276264874673,7.136405451236405
0.05,0.03,2029,0.9448037810520608,0.021495673843980077,0.003770020691904828,6.352387317994081
0.05,0.05,2025,0.9654809621349336,0.0223839101026942,0.0021025761948242736,7.882125080366829
0.05,0.05,2026,0.9635412620124664,0.01991049632988349,0.0022771911850697985,6.697218075663606
0.05,0.05,2027,0.952907804846344,0.022538392179527755,0.002815213943652119,7.7543930128087535
0.05,0.05,2028,0.9379813768731875,0.02396541986915496,0.004102263002800346,7.417707085677355
0.05,0.05,2029,0.959508689367221,0.02206285227070645,0.0026073012690972027,7.738082363710359
0.1,0.0,2025,0.9365082787955206,0.020122424314382895,0.0043917985829410745,5.577592178287246
0.1,0.0,2026,0.9321480025919602,0.01969763622417253,0.004790358764669436,6.035495588035771
0.1,0.0,2027,0.9106797185584051,0.021891091547680246,0.006514520568367946,5.879906649171033
0.1,0.0,2028,0.9374488726281534,0.019989023244160128,0.004518577408797503,6.234068375715391
0.1,0.0,2029,0.924469809754711,0.020693478851208116,0.00555437214869624,6.949407656500381
0.1,0.05,2025,0.9703177722145867,0.016955278016025335,0.0017736202380876074,5.208289209627784
0.1,0.05,2026,0.9684318823442576,0.01673630754766926,0.0018997076192594432,5.231414689284454
0.1,0.05,2027,0.9685803891223892,0.01655734838380091,0.0018317815211233925,5.098445662340361
0.1,0.05,2028,0.9430971091576164,0.018772151142808224,0.0037796274160112322,5.5031533342230095
0.1,0.05,2029,0.9594295600256442,0.0185947549789007,0.002650459599547966,5.774664511905049
0.1,0.1,2025,0.9772360654039673,0.016084454437120786,0.0011653519603598414,4.950324059424993
