Feature,Importance
5,22.62021716289086
0.01,7.924092960896594
PLD_x,6.129557667422168
AV_cm3_g_x,5.295124004822019
cm3_g_x,5.049160679510105
PLD_y,4.305406732870288
AV_VF_x,4.2976303722007945
AV_cm3_g_y,3.9990659947037237
cm3_g_y,3.8500432077919475
AV_VF_y,3.6907120526245314
ASA_m2_cm3_y,3.6630970836122625
LCD_x,3.6360284960339477
LCD_y,3.453166897259776
LFPD_y,3.223761744747562
LFPD_x,3.2138493498494873
ASA_m2_cm3_x,3.201833827243855
ASA_m2_g_y,2.96307463975636
ASA_m2_g_x,2.6620337430354932
Has_OMS_y,2.459596467132882
Has_OMS_x,2.029822427873454
NASA_m2_cm3_y,0.6839391152461162
NASA_m2_g_y,0.632814910750553
NASA_m2_g_x,0.4818760991797766
NASA_m2_cm3_x,0.39971938940990404
NAV_cm3_g_y,0.10453832172899788
NAV_cm3_g_x,0.029836651406531616
