temp,lowp,outp,seed,mode,qt_frac,train_ratio,out_root,source_model,target_model,R2,MAE,RMSE,MAPE(%)
293K,0.01,5,2028,struct,0.0,0.75,./RUN_FULL_EXP,CAT,CAT,0.9417315860705385,0.08452834209023372,0.017697833780976144,7.120460770387531
