Feature,Importance
5,28.36962565332751
0.01,7.540309528679252
cm3_g_x,4.85372931688235
cm3_g_y,4.548891314713629
LFPD_x,4.3950322925205505
PLD_y,4.261495276015052
ASA_m2_g_y,4.21361316695515
PLD_x,3.672453864178259
AV_VF_x,3.6382232695156804
ASA_m2_cm3_y,3.6201162497912285
ASA_m2_g_x,3.5824279023127916
Has_OMS_x,3.1718507261386626
ASA_m2_cm3_x,3.0315459643402503
AV_cm3_g_x,2.928275803331586
AV_VF_y,2.8033035222869054
LCD_y,2.7083946416281783
Has_OMS_y,2.6883288091762894
AV_cm3_g_y,2.6240329670543088
LCD_x,2.513046075749534
LFPD_y,2.4735588548664538
NASA_m2_cm3_x,0.7175910034166408
NASA_m2_cm3_y,0.5511484547539379
NASA_m2_g_y,0.4646449227162859
NASA_m2_g_x,0.3864870612735541
NAV_cm3_g_x,0.15822179399091052
NAV_cm3_g_y,0.08365156438501956
