temp,lowp,outp,seed,mode,qt_frac,train_ratio,out_root,source_model,target_model,R2,MAE,RMSE,MAPE(%)
293K,0.01,5,2025,struct,0.0,0.15,./RUN_FULL_EXP,CAT,CAT,0.8221148196035521,0.15169201371387847,0.04854209299265485,13.507241109391929
