Feature,Importance
5,26.322295097118953
cm3_g_x,5.121196721722835
cm3_g_y,5.113555064994761
0.01,4.960493490582848
PLD_x,4.534493024668329
AV_cm3_g_y,4.35682397782419
Has_OMS_x,4.137524907266719
PLD_y,4.0779234465929255
LCD_x,3.9590024335662557
ASA_m2_g_y,3.890777518376451
ASA_m2_cm3_y,3.7732832493949826
LFPD_y,3.6092124883614405
Has_OMS_y,3.526954366951753
ASA_m2_cm3_x,3.334843389072033
AV_VF_y,3.085777365394355
LFPD_x,3.07538958507052
LCD_y,2.913823018434298
AV_cm3_g_x,2.912554420343589
AV_VF_x,2.8488800224056283
ASA_m2_g_x,2.501147716533474
NASA_m2_cm3_x,0.518872998518103
NASA_m2_cm3_y,0.45236248521555605
NASA_m2_g_y,0.45199168315445365
NASA_m2_g_x,0.42604525018504597
NAV_cm3_g_x,0.060641867261020194
NAV_cm3_g_y,0.03413441098950491
