Feature,Importance
5,38.734110927003414
0.01,6.337210360586849
cm3_g_x,6.334926394553136
ASA_m2_cm3_y,3.6848963361840923
cm3_g_y,3.3471867472077146
ASA_m2_g_x,3.2661308868558074
PLD_x,3.2602949317527297
AV_VF_y,3.043316815588959
AV_VF_x,2.943192243233513
ASA_m2_cm3_x,2.936549721529578
Has_OMS_y,2.9172935508216695
LFPD_y,2.8777085213037363
Has_OMS_x,2.7947530563116643
PLD_y,2.7680846178640732
LCD_x,2.5929242123385805
LCD_y,2.3827628083705346
ASA_m2_g_y,2.085876293413946
AV_cm3_g_x,2.052214561084801
LFPD_x,1.8977270717095787
AV_cm3_g_y,1.673812384833647
NASA_m2_g_x,0.5838649913267713
NASA_m2_g_y,0.48033379458102177
NASA_m2_cm3_y,0.45205395180850655
NASA_m2_cm3_x,0.4401220088545577
NAV_cm3_g_y,0.0695742783005077
NAV_cm3_g_x,0.04307853258061566
