Feature,Importance
5,37.6861608867368
0.01,5.63765128495249
cm3_g_y,4.48305786328079
ASA_m2_cm3_x,3.4921026114610108
AV_VF_x,3.4639403172048393
ASA_m2_g_y,3.452398778390506
PLD_x,3.3374551882506656
cm3_g_x,3.314180493730982
ASA_m2_g_x,3.137649381952461
Has_OMS_x,3.1308892088172606
AV_VF_y,3.036265820508903
LFPD_y,2.9104043625152776
Has_OMS_y,2.892372045543365
PLD_y,2.8428461621015835
LFPD_x,2.760757880473918
ASA_m2_cm3_y,2.6565035621850255
LCD_y,2.5893134414104946
AV_cm3_g_x,2.403044649636717
LCD_x,2.318281380894031
AV_cm3_g_y,2.012097600896586
NASA_m2_cm3_y,0.6965825022955084
NASA_m2_g_x,0.6254379799359722
NASA_m2_cm3_x,0.4654686101900637
NASA_m2_g_y,0.4497506919355196
NAV_cm3_g_y,0.1256169386192833
NAV_cm3_g_x,0.07977035607994373
