Feature,Importance
0.01,51.608044929522464
ASA_m2_g,17.475708433398204
ASA_m2_cm3,5.621605484371078
AV_cm3_g,5.571115282028181
AV_VF,4.952989801217215
cm3_g,4.012819812477824
PLD,2.812153968998186
LFPD,2.7515480821226896
LCD,2.2743035633145703
Has_OMS,1.5486107686023551
NASA_m2_cm3,0.772410884285947
NASA_m2_g,0.5380007987570639
NAV_cm3_g,0.06068819090421133
