Feature,Importance
5,40.558557967971545
0.01,5.673714299742973
cm3_g_x,4.3651501638821735
cm3_g_y,4.250221419351817
AV_VF_x,3.9801906078043467
ASA_m2_g_y,3.5570610909027742
LCD_x,3.2023446590030984
PLD_x,3.1350646068933665
AV_VF_y,3.069732522867555
ASA_m2_cm3_y,2.9695551550159127
ASA_m2_g_x,2.59246542965511
ASA_m2_cm3_x,2.4959160715045883
PLD_y,2.4931038160601156
LCD_y,2.4529246503195723
Has_OMS_y,2.4193682300423553
AV_cm3_g_x,2.405672864849459
LFPD_y,2.3644063782531717
AV_cm3_g_y,2.162551799766061
Has_OMS_x,2.1297612447002154
LFPD_x,2.044918888191063
NASA_m2_cm3_y,0.4516708562841942
NASA_m2_g_x,0.40538884104094514
NASA_m2_g_y,0.3931660111611035
NASA_m2_cm3_x,0.2627922251783783
NAV_cm3_g_y,0.08288748843747035
NAV_cm3_g_x,0.08141271112061639
