temp,lowp,outp,seed,mode,qt_frac,train_ratio,out_root,source_model,target_model,R2,MAE,RMSE,MAPE(%)
293K,0.01,5,2028,struct,0.0,0.5,./RUN_FULL_EXP,CAT,CAT,0.8981924450333628,0.10866409856136865,0.030748494111245958,8.742370021859053
