Feature,Importance
5,30.52120694611759
0.01,7.963955648735994
cm3_g_y,4.900435864560246
cm3_g_x,4.472917550058841
ASA_m2_cm3_x,4.250413853802663
Has_OMS_x,4.153914121877767
AV_VF_y,3.8447085959887075
AV_VF_x,3.6339722087192055
Has_OMS_y,3.4488719012566404
AV_cm3_g_y,3.344432344288998
PLD_y,3.3012619194275317
PLD_x,3.115362330369206
ASA_m2_cm3_y,3.0944587868131097
ASA_m2_g_x,2.883959499803951
LCD_y,2.744214349109819
ASA_m2_g_y,2.596766205548615
LFPD_x,2.594901568825322
LCD_x,2.4449850740254693
LFPD_y,2.3647737323481515
AV_cm3_g_x,1.784169030300516
NASA_m2_g_y,0.694561594541938
NASA_m2_g_x,0.6699231328607096
NASA_m2_cm3_y,0.6196404319279614
NASA_m2_cm3_x,0.37814056083995834
NAV_cm3_g_y,0.09970723507352781
NAV_cm3_g_x,0.07834551277757056
