train_ratio,qt_frac,seed,R2,MAE,RMSE,MAPE(%)
0.05,0.0,2025,0.8538692283412725,0.046690184298779205,0.022519644775574724,9.872527001707716
0.05,0.0,2026,0.9025339924655524,0.04126701623596249,0.014725026695556684,8.749789185691936
0.05,0.0,2027,0.9318988383422728,0.036839904216513106,0.010281210839609426,7.764965590639841
0.05,0.0,2028,0.8524088636334998,0.04818776570159899,0.022735535499944587,10.09716891272098
0.05,0.0,2029,0.8835508009331421,0.04149093644959508,0.01791082567447835,8.226071449890208
0.05,0.03,2025,0.9468846199781992,0.03678065489044555,0.007515675792645797,8.36532747292435
0.05,0.03,2026,0.9559035716094261,0.03484834363626467,0.006249128912336816,8.048475027428179
0.05,0.03,2027,0.949199680294738,0.03546455596290149,0.007029099992379093,6.993245839208059
0.05,0.03,2028,0.9393373580793393,0.03659260032941247,0.0089072106770844,7.1223346115971085
0.05,0.03,2029,0.9331534459917168,0.037390576561094645,0.00967054800218642,8.566454647264043
0.05,0.05,2025,0.9380992206210056,0.036866435416710024,0.008259804366767567,7.950439545401844
0.05,0.05,2026,0.9368422144122024,0.03990560516670016,0.00843250129538654,9.022564528810111
0.05,0.05,2027,0.9513569233641044,0.03674928008323743,0.006404462527221298,8.11141108173414
0.05,0.05,2028,0.9517639184813415,0.033732072503911144,0.0065520288769460346,7.257107320376238
0.05,0.05,2029,0.95733506162308,0.036488149942947516,0.005819425458974424,8.192431701936728
0.1,0.0,2025,0.9345854202167857,0.03335982387955491,0.009982879880668568,6.805665625020646
0.1,0.0,2026,0.9299049408808637,0.033921810993467326,0.010806910511050066,6.338308947827094
0.1,0.0,2027,0.9225178846856584,0.03355594188105103,0.01185343347549908,6.378753690441555
0.1,0.0,2028,0.9309641600079069,0.03304124963099519,0.010432364952074677,7.1620272712068305
0.1,0.0,2029,0.8687639145221971,0.0399969006910007,0.02058917523300509,7.3850838578847
0.1,0.05,2025,0.9528800295640534,0.03109811619152636,0.006175670933540365,5.983526475132002
0.1,0.05,2026,0.9539480064531276,0.0313610395207105,0.006119949011276659,6.337335295985351
0.1,0.05,2027,0.9537832579351068,0.030065257713355914,0.0061089518916255395,5.732818750687061
0.1,0.05,2028,0.9530356240871127,0.029211866463021968,0.006467114677928055,5.52709852026985
0.1,0.05,2029,0.9676298511486008,0.028112232522278395,0.004455843573419178,5.537168581976867
0.1,0.1,2025,0.9568371696657313,0.028729467243873825,0.004982982759354103,5.6659221503238975
0.1,0.1,2026,0.969898737035807,0.02757381319077144,0.0035183203284224903,5.779626811025343
0.1,0.1,2027,0.9660788565221335,0.027654165462001338,0.0037041239100457832,5.501085783743278
0.1,0.1,2028,0.955904924161705,0.02893941957678154,0.005316841605715432,5.42783257400974
0.1,0.1,2029,0.964198054834078,0.028108894538088708,0.004244368479912823,5.628667468582495
0.15,0.0,2025,0.9528107159151263,0.028360703490980754,0.007136487483076454,5.481052377574423
0.15,0.0,2026,0.9513292095260237,0.028871574562660776,0.007293861274748493,5.833614683815319
0.15,0.0,2027,0.938753754525418,0.030428192924143484,0.009282787307305558,6.164060421662303
0.15,0.0,2028,0.936113854056365,0.03126521599488334,0.009818824765197732,5.529709194993464
0.15,0.0,2029,0.9076937606520744,0.033468134781464494,0.01421611643503557,5.741847742021687
0.15,0.07,2025,0.971979534844892,0.02581506971880095,0.0034045265858643607,4.986573377299601
0.15,0.07,2026,0.9652326223970977,0.02658803283779505,0.004428065648117304,5.144654537695036
0.15,0.07,2027,0.9580953315107068,0.025883241584827812,0.005315118309680905,4.695112689554566
0.15,0.07,2028,0.9634367773820907,0.02639114341693627,0.00463105562004775,4.935318468847232
0.15,0.07,2029,0.9713735155062957,0.025823325538959736,0.0037641711555211526,4.661281547199621
0.15,0.15,2025,0.9764552974289135,0.024086031895716863,0.002259374584974275,4.620059609378192
0.15,0.15,2026,0.9632680750435475,0.024937862000094804,0.003468364137304386,4.776745369120994
0.15,0.15,2027,0.9753781085757341,0.024963262119466926,0.0023119997455709534,4.786178110026011
0.15,0.15,2028,0.977823435509676,0.024123311917859415,0.002162411829831313,4.67670660860858
0.15,0.15,2029,0.9790896548057246,0.023804354321262187,0.002000822858167242,4.748244540183925
0.2,0.0,2025,0.9507340289989998,0.02723695047576329,0.007731945076394436,4.915848177845665
0.2,0.0,2026,0.9590748551703226,0.028251241556959898,0.0063739169137790996,5.489896275586977
0.2,0.0,2027,0.9525607330341703,0.027430009340191935,0.007254824591778468,4.752089888452113
0.2,0.0,2028,0.9379083954402216,0.028570060375223066,0.009113330055661183,5.6630298270385495
