epoch,train_loss,val_loss
1,17.852513776399704,1.8525961637496948
2,1.2302360671977097,1.3201488256454468
3,0.9610284236089097,1.9171128273010254
4,0.831151755692447,2.942704916000366
5,0.7757686086350086,4.291012763977051
6,0.6998203091752466,5.598822116851807
7,0.6191876636749787,8.562520027160645
8,0.5569910719132548,12.75461483001709
9,0.5216703670811279,17.55702781677246
10,0.4352118933856175,22.615428924560547
11,0.40452668055189844,24.114803314208984
12,0.3808907618385335,29.709754943847656
13,0.30456504054094485,36.44740676879883
14,0.2848443555894322,42.35258102416992
15,0.241721956673717,40.851158142089844
16,0.21776794259928908,40.11211013793945
17,0.2017050693640534,41.65285110473633
18,0.2006059852258073,45.17425537109375
19,0.17391990917047281,43.383453369140625
20,0.15605913668246793,41.644126892089844
21,0.1496667989495537,41.9601936340332
22,0.14163541195046214,41.578338623046875
23,0.14851817317033938,42.47964096069336
24,0.1608689174602169,43.99891662597656
25,0.10772021660942058,44.26970672607422
26,0.11187318700770434,44.079002380371094
27,0.09782471956382871,44.927589416503906
28,0.09909206254319995,45.0147819519043
29,0.07919882347134395,42.697452545166016
30,0.088425329764476,41.65398406982422
31,0.09829602655783998,41.46382522583008
32,0.08910729610288018,42.7636833190918
33,0.0819243732742302,42.66084289550781
34,0.0722708243350084,43.44936752319336
35,0.0755061032884408,42.21290588378906
36,0.0755342426880492,41.08546829223633
37,0.07175321637101822,41.944419860839844
38,0.07643921275413473,40.22020721435547
39,0.09550987995419827,39.77362060546875
40,0.07966764234201447,39.04275131225586
41,0.08601586261266814,39.0066032409668
42,0.0775646709334788,40.70302200317383
43,0.09064186420974307,41.992427825927734
44,0.06982172545806276,40.532997131347656
45,0.08883904614997784,39.55442428588867
46,0.072596846616471,40.72292709350586
47,0.07608590774355134,40.889076232910156
48,0.09667410151496608,40.84834289550781
49,0.09633360689028084,42.33729934692383
50,0.056299943184353295,41.65687561035156
51,0.06112891716482752,42.288612365722656
52,0.07527834403265209,42.11500930786133
