temp,lowp,outp,seed,mode,qt_frac,train_ratio,out_root,model,R2,MAE,RMSE,MAPE(%)
293K,0.01,15,2026,struct_with_input,0.55,0.55,./RUN_FULL_EXP,cat,0.9632178143534962,0.1697990985997692,0.057131689092255286,5.5761941473632985
