Feature,Importance
ASA_m2_g,16.737183701088846
cm3_g,15.208358652436553
AV_VF,13.10225988151831
ASA_m2_cm3,13.024799620697335
PLD,10.248450526273942
AV_cm3_g,8.562430189435444
LCD,6.957300937712691
LFPD,6.590828186227513
Has_OMS,6.009180626012942
NASA_m2_g,1.493473795743209
NASA_m2_cm3,1.4632226743215815
NAV_cm3_g,0.60251120853161
