Feature,Importance
cm3_g,14.630505360717164
AV_VF,14.03391586232237
PLD,13.544744703269629
ASA_m2_cm3,12.051157322818993
LCD,9.36569948556702
Has_OMS,8.48443146649856
ASA_m2_g,8.445227420361473
LFPD,8.350822444261468
AV_cm3_g,7.261980427690286
NASA_m2_cm3,1.774485538695079
NASA_m2_g,1.4793287722062183
NAV_cm3_g,0.5777011955917396
