name,gas,temp,pressure,cutoff,path,abs_mol_per_kg_framework,abs_molecules_per_uc,abs_mg_per_g_framework,abs_cm3STP_per_g,abs_cm3STP_per_cm3,source_chunk
ENEQUL_clean,argon,293.0,1.0,14.0,ENEQUL_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.3394400176,0.7902944444,13.559949824,7.6082003228,7.3647105454,chunk_1
LABNUA_clean,argon,293.0,1.0,14.0,LABNUA_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.2068207792,3.457925,8.2620764883,4.6356759296,7.9547896463,chunk_1
IFEPUG07_clean,argon,293.0,1.0,14.0,IFEPUG07_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.202985366,0.7109083333,8.1088594003,4.5497090703,7.8543611061,chunk_1
WANBIY_clean,argon,293.0,1.0,14.0,WANBIY_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.0249886521,0.8889625,0.998246673,0.5600950415,1.8586803192,chunk_1
SITFUY_clean,argon,293.0,1.0,14.0,SITFUY_clean_argon_293.0K_1.0bar_14.0/Output/System_0,1.4416127934,7.20281875,57.5895478706,32.3122741886,32.4863106593,chunk_1
ERAMUH_clean,argon,293.0,1.0,14.0,ERAMUH_clean_argon_293.0K_1.0bar_14.0/Output/System_0,2.1485377673,11.07373125,85.8297867286,48.1572734093,43.7131871097,chunk_1
CAZNEY_clean,argon,293.0,1.0,14.0,CAZNEY_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.445459702,1.0206944444,17.7952241774,9.9845229582,8.3076563985,chunk_1
CUWXAV_clean,argon,293.0,1.0,14.0,CUWXAV_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.4873620741,2.1455166667,19.4691401348,10.9237217084,14.2958426353,chunk_1
RUGXIC_clean,argon,293.0,1.0,14.0,RUGXIC_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.852991934,3.9586916667,34.0753217804,19.1189405221,19.9666296941,chunk_1
acs.jpcc.6b08594_Zn2Cd6MOF5_opt_clean,argon,293.0,1.0,14.0,acs.jpcc.6b08594_Zn2Cd6MOF5_opt_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.1902694869,1.04,7.6008854614,4.2646956642,2.6806557706,chunk_1
TADWOM_clean,argon,293.0,1.0,14.0,TADWOM_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.4811755755,4.1631,19.2220018898,10.7850576794,9.4803968939,chunk_1
AYOQEM_clean,argon,293.0,1.0,14.0,AYOQEM_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.3344016031,4.0721875,13.3586752398,7.4952694214,5.8071183929,chunk_1
WEBJIY_clean,argon,293.0,1.0,14.0,WEBJIY_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.4928774644,6.1985333333,19.6894689461,11.0473435326,10.9064711998,chunk_1
REHTUV_clean,argon,293.0,1.0,14.0,REHTUV_clean_argon_293.0K_1.0bar_14.0/Output/System_0,2.1745418734,11.3865625,86.8685987588,48.7401288126,78.6779821215,chunk_1
ja507119n_si_002_clean,argon,293.0,1.0,14.0,ja507119n_si_002_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.3127089652,2.964875,12.4920977402,7.0090511612,10.0144416552,chunk_1
YAMYUJ_clean,argon,293.0,1.0,14.0,YAMYUJ_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.6666100807,7.6344375,26.6297395054,14.9413821828,13.2220009623,chunk_1
UMIZIB_clean,argon,293.0,1.0,14.0,UMIZIB_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.3327799208,3.65630625,13.2938922777,7.458921075,10.8629505895,chunk_1
ADAVEI_clean,argon,293.0,1.0,14.0,ADAVEI_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.2937938212,1.89573125,11.7364755681,6.5850875825,4.3215011222,chunk_1
ADOCEC_clean,argon,293.0,1.0,14.0,ADOCEC_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.2484419912,0.9804375,9.924760663,5.5685727646,8.5501341945,chunk_1
EZOBUR01_clean,argon,293.0,1.0,14.0,EZOBUR01_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.7564448436,15.639725,30.2184586137,16.9549363797,34.7119720293,chunk_1
SURKUN01_clean,argon,293.0,1.0,14.0,SURKUN01_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.6282278938,5.47833125,25.0964479025,14.0810847761,22.7881486516,chunk_1
WILGUV_clean,argon,293.0,1.0,14.0,WILGUV_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.2917916642,0.659646875,11.6564934011,6.5402112845,8.0149608914,chunk_1
LIDSIC_clean,argon,293.0,1.0,14.0,LIDSIC_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.7830983674,2.0998166667,31.2832135817,17.5523478153,17.4720975608,chunk_1
VORHER_clean,argon,293.0,1.0,14.0,VORHER_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.6010777554,9.92285,24.0118541735,13.4725422324,14.2017315842,chunk_1
FOFCIO_clean,argon,293.0,1.0,14.0,FOFCIO_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.3307714353,0.6006527778,13.2136572975,7.4139029289,12.9297611679,chunk_1
XEKJON_clean,argon,293.0,1.0,14.0,XEKJON_clean_argon_293.0K_1.0bar_14.0/Output/System_0,2.3934532777,5.9713,95.613671539,53.6468037202,89.7601882312,chunk_1
OCIMAR_clean,argon,293.0,1.0,14.0,OCIMAR_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.5748427229,1.035025,22.9638170934,12.8845108492,13.3933823827,chunk_1
CAYYEG_clean,argon,293.0,1.0,14.0,CAYYEG_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.0923307591,0.18603125,3.6884291641,2.069499395,2.3167644667,chunk_1
cm1008587_si_003_clean,argon,293.0,1.0,14.0,cm1008587_si_003_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.448508563,0.21166,17.9170200755,10.0528600541,11.2711073789,chunk_1
BUCWAZ_clean,argon,293.0,1.0,14.0,BUCWAZ_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.3350362854,1.05388125,13.3840295296,7.5094951758,7.4086414579,chunk_1
VIDJID_clean,argon,293.0,1.0,14.0,VIDJID_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.6268750851,1.1453166667,25.0424058982,14.0507629534,9.8367505007,chunk_1
ACUBAB_clean,argon,293.0,1.0,14.0,ACUBAB_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.3360932918,0.758596875,13.4262548221,7.533186892,17.3998873391,chunk_1
ACOGEF_clean,argon,293.0,1.0,14.0,ACOGEF_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.5205327865,1.0607708333,20.7942437555,11.6672092526,14.6949128931,chunk_1
AQOTIK_clean,argon,293.0,1.0,14.0,AQOTIK_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.5210950498,0.3247572917,20.8167050483,11.6798118078,17.2097366582,chunk_1
AQUDAS_clean,argon,293.0,1.0,14.0,AQUDAS_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.2167668932,0.4321138889,8.6594038493,4.8586078869,5.0508802593,chunk_1
RAXBOJ_clean,argon,293.0,1.0,14.0,RAXBOJ_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.0947363758,0.5235916667,3.7845287394,2.123418829,5.1803808966,chunk_1
cm500700z_si_002_clean,argon,293.0,1.0,14.0,cm500700z_si_002_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.6186385871,1.4682958333,24.7133742764,13.8661502872,12.836620764,chunk_1
AZEBUE_clean,argon,293.0,1.0,14.0,AZEBUE_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.459403089,1.544125,18.3522345985,10.2970496947,18.7228439073,chunk_1
FEVNOL_clean,argon,293.0,1.0,14.0,FEVNOL_clean_argon_293.0K_1.0bar_14.0/Output/System_0,2.3902258112,10.7398666667,95.484740705,53.5744633631,148.3537189638,chunk_1
