name,gas,temp,pressure,cutoff,path,abs_mol_per_kg_framework,abs_molecules_per_uc,abs_mg_per_g_framework,abs_cm3STP_per_g,abs_cm3STP_per_cm3,source_chunk
LAPLUM_clean,argon,313.0,15.0,14.0,LAPLUM_clean_argon_313.0K_15.0bar_14.0/Output/System_0,6.4552106979,68.9225625,257.8727569591,144.686936028,208.8122893174,chunk_1
PARSAF_clean,argon,313.0,15.0,14.0,PARSAF_clean_argon_313.0K_15.0bar_14.0/Output/System_0,4.0689414881,26.6984,162.5460745685,91.2011558337,107.5417245968,chunk_1
acs.chemmater.5b03723_cm5b03723_si_005_clean,argon,313.0,15.0,14.0,acs.chemmater.5b03723_cm5b03723_si_005_clean_argon_313.0K_15.0bar_14.0/Output/System_0,4.2496901129,40.37635,169.7666206297,95.2524511251,61.4509924436,chunk_1
KULMAG_clean,argon,313.0,15.0,14.0,KULMAG_clean_argon_313.0K_15.0bar_14.0/Output/System_0,3.3114956984,17.7879,132.2876301597,74.2237842722,67.3941235302,chunk_1
FOQNUW01_clean,argon,313.0,15.0,14.0,FOQNUW01_clean_argon_313.0K_15.0bar_14.0/Output/System_0,2.1514707194,8.4429083333,85.9469522978,48.2230125258,65.2240758746,chunk_1
FEYJID_clean,argon,313.0,15.0,14.0,FEYJID_clean_argon_313.0K_15.0bar_14.0/Output/System_0,2.6853860711,49.29565,107.2758027674,60.1901782701,77.5029267377,chunk_1
ja111042f_si_002_clean,argon,313.0,15.0,14.0,ja111042f_si_002_clean_argon_313.0K_15.0bar_14.0/Output/System_0,4.2131398651,7.80635,168.3065113299,94.4332147569,47.4887980177,chunk_1
LUKLIN_clean,argon,313.0,15.0,14.0,LUKLIN_clean_argon_313.0K_15.0bar_14.0/Output/System_0,3.9946257514,14.4641375,159.5773095167,89.5354447125,41.7292530718,chunk_1
OGOJAX_clean,argon,313.0,15.0,14.0,OGOJAX_clean_argon_313.0K_15.0bar_14.0/Output/System_0,2.9769704877,24.705075,118.924017041,66.7257443117,47.1797852516,chunk_1
OFAMUF_clean,argon,313.0,15.0,14.0,OFAMUF_clean_argon_313.0K_15.0bar_14.0/Output/System_0,0.762034412,1.6105791667,30.44175069,17.0802208291,26.3966907641,chunk_1
ILOWAI_clean,argon,313.0,15.0,14.0,ILOWAI_clean_argon_313.0K_15.0bar_14.0/Output/System_0,3.2670578217,6.628425,130.512425861,73.2277547814,78.9117744746,chunk_1
FALSAO_clean,argon,313.0,15.0,14.0,FALSAO_clean_argon_313.0K_15.0bar_14.0/Output/System_0,3.1206906278,6.334459375,124.6653491992,69.9470840471,74.3338545021,chunk_1
FASGIS_clean,argon,313.0,15.0,14.0,FASGIS_clean_argon_313.0K_15.0bar_14.0/Output/System_0,1.1927998991,3.6850694444,47.6499703678,26.7353880093,51.472705414,chunk_1
JIVSIR01_clean,argon,313.0,15.0,14.0,JIVSIR01_clean_argon_313.0K_15.0bar_14.0/Output/System_0,1.2833371732,3.25663,51.266753395,28.7646882761,75.5344326662,chunk_1
BUPDOH_clean,argon,313.0,15.0,14.0,BUPDOH_clean_argon_313.0K_15.0bar_14.0/Output/System_0,5.2972898228,34.2097625,211.6161338398,118.7333256154,110.5152227652,chunk_1
ic200054b_si_002_clean,argon,313.0,15.0,14.0,ic200054b_si_002_clean_argon_313.0K_15.0bar_14.0/Output/System_0,4.1425420061,15.64481875,165.4862680588,92.8508360576,135.841825634,chunk_1
FOQPAE02_clean,argon,313.0,15.0,14.0,FOQPAE02_clean_argon_313.0K_15.0bar_14.0/Output/System_0,2.3848633314,9.7976666667,95.270520364,53.454268872,74.7242359617,chunk_1
LODCUC_clean,argon,313.0,15.0,14.0,LODCUC_clean_argon_313.0K_15.0bar_14.0/Output/System_0,1.1347996561,2.361265625,45.3329766608,25.4353719696,36.7060474199,chunk_1
CUFQUR_clean,argon,313.0,15.0,14.0,CUFQUR_clean_argon_313.0K_15.0bar_14.0/Output/System_0,0.6923487791,11.859975,27.6579490294,15.5182887447,31.8960679502,chunk_1
INEXEG_clean,argon,313.0,15.0,14.0,INEXEG_clean_argon_313.0K_15.0bar_14.0/Output/System_0,3.5799582245,10.2157458333,143.0121711506,80.2410968203,99.0226649815,chunk_1
COQJUP_clean,argon,313.0,15.0,14.0,COQJUP_clean_argon_313.0K_15.0bar_14.0/Output/System_0,2.8440810837,10.2576611111,113.6153511313,63.7471644341,70.810346231,chunk_1
CAVMIX_clean,argon,313.0,15.0,14.0,CAVMIX_clean_argon_313.0K_15.0bar_14.0/Output/System_0,3.3150437725,28.5459125,132.4293686232,74.3033107187,70.0685460935,chunk_1
