Feature,Importance
5,24.71607200178996
cm3_g_x,6.438216805189215
0.01,6.405605304458226
cm3_g_y,6.065748657098381
LCD_y,4.562307172148616
AV_cm3_g_y,4.0787547608734815
PLD_y,3.9299765282350934
PLD_x,3.705144723066959
AV_VF_x,3.698348109678412
Has_OMS_x,3.6690448819176606
ASA_m2_cm3_x,3.6548015549223845
AV_VF_y,3.477635259621742
ASA_m2_g_x,3.3376950238169387
ASA_m2_cm3_y,3.2030266329685215
ASA_m2_g_y,3.0663486231039383
LFPD_y,3.004891014923059
LFPD_x,2.9962129196109335
Has_OMS_y,2.760759375605943
LCD_x,2.6937530489503065
AV_cm3_g_x,1.800331439006278
NASA_m2_g_y,0.79792775995542
NASA_m2_g_x,0.643400481138379
NASA_m2_cm3_y,0.5865709359231546
NASA_m2_cm3_x,0.5010641308295783
NAV_cm3_g_x,0.1149109865707613
NAV_cm3_g_y,0.09145186859663917
