Feature,Importance
5,29.8673615701108
0.01,7.378564206655005
cm3_g_x,5.642005525600013
PLD_y,3.8165686989765115
AV_VF_y,3.6211938781187016
ASA_m2_g_x,3.60134717346932
Has_OMS_x,3.5578229664401837
AV_cm3_g_x,3.5209906362413665
LFPD_y,3.3535051173281327
PLD_x,3.3231154336416817
cm3_g_y,3.152482429560617
ASA_m2_cm3_y,3.0678241189829802
LCD_x,3.0643988338334727
AV_cm3_g_y,3.055390121831589
ASA_m2_cm3_x,3.0456390466829513
AV_VF_x,2.9917717103850108
ASA_m2_g_y,2.85007407269754
Has_OMS_y,2.697742392658477
LCD_y,2.6126675835506776
LFPD_x,2.215950655766219
NASA_m2_cm3_y,0.9764696340310587
NASA_m2_g_y,0.863508184641954
NASA_m2_cm3_x,0.8002145173975292
NASA_m2_g_x,0.7765170799730495
NAV_cm3_g_x,0.09055000156143499
NAV_cm3_g_y,0.05632440986371477
