temp,lowp,outp,seed,mode,qt_frac,train_ratio,out_root,source_model,target_model,R2,MAE,RMSE,MAPE(%)
293K,0.01,5,2029,struct_with_input,0.0,0.55,./RUN_FULL_EXP,CAT,CAT,0.98088537034238,0.047149998481656644,0.008978093855198582,3.067497263403982
