temp,lowp,outp,seed,mode,qt_frac,train_ratio,out_root,model,R2,MAE,RMSE,MAPE(%)
293K,0.01,15,2029,struct_with_input,0.3,0.6,./RUN_FULL_EXP,cat,0.9603918261704627,0.16458306373012024,0.06802178207865803,5.3564666545940804
