temp,lowp,outp,seed,mode,qt_frac,train_ratio,out_root,model,R2,MAE,RMSE,MAPE(%)
273K,HENRY,15,2028,struct_with_input,0.0,0.2,./RUN_FULL_EXP,cat,0.9469382921783728,0.267538785287112,0.162519110289172,8.01391369966631
