Feature,Importance
0.1,84.49920287560676
ASA_m2_cm3,2.408622528148687
AV_VF,2.383274092028064
cm3_g,1.595209581333365
AV_cm3_g,1.5821257468112262
PLD,1.5208448945436945
Has_OMS,1.34513118138967
ASA_m2_g,1.2841388393803401
LCD,1.2118197998197178
LFPD,1.0699687996711786
NASA_m2_cm3,0.6153139330305795
NASA_m2_g,0.42008976347456495
NAV_cm3_g,0.0642579647621278
