Feature,Importance
5,72.35253359744125
0.01_y,13.665116763654419
0.01_x,7.1731033683686185
ASA_m2_g_y,0.794091286762728
AV_VF_y,0.7212215091867025
cm3_g_x,0.6682686262271452
LCD_x,0.4727972070130026
AV_cm3_g_y,0.4615327171778547
LFPD_x,0.4393759908371971
ASA_m2_cm3_y,0.38436768884587097
LFPD_y,0.3655896912930651
ASA_m2_g_x,0.3274848162803047
LCD_y,0.29724285712669546
Has_OMS_x,0.2695815182728251
AV_cm3_g_x,0.23954888942968217
ASA_m2_cm3_x,0.2330545554494868
PLD_y,0.19002751580111313
PLD_x,0.18394111891273437
cm3_g_y,0.15672833844945172
NASA_m2_cm3_y,0.1282380623319461
AV_VF_x,0.11429878830209834
NASA_m2_g_x,0.11127778660215457
NASA_m2_cm3_x,0.08646175899888368
NAV_cm3_g_x,0.07806641818596158
NASA_m2_g_y,0.055739397213223796
Has_OMS_y,0.02314702949636171
NAV_cm3_g_y,0.007162702339228846
