Feature,Importance
HENRY,51.119265286117084
ASA_m2_g,11.131337748914847
ASA_m2_cm3,8.855308824600863
AV_cm3_g,6.628985545431471
AV_VF,5.692942102651632
cm3_g,4.635948704095467
PLD,3.027620761818375
LCD,2.598068790313688
LFPD,2.574183731647345
Has_OMS,2.227518522080763
NASA_m2_cm3,0.7221219969693697
NASA_m2_g,0.686354412268103
NAV_cm3_g,0.10034357309098325
