temp,lowp,outp,seed,mode,qt_frac,train_ratio,out_root,source_model,target_model,R2,MAE,RMSE,MAPE(%)
293K,0.01,5,2028,struct,0.0,0.35,./RUN_FULL_EXP,CAT,CAT,0.878771618009417,0.11871560696418346,0.03609246787182258,10.121154057281622
