Feature,Importance
5,28.633318272727713
0.01,6.205565822138493
cm3_g_x,6.025182962289243
cm3_g_y,5.8228837917629885
PLD_x,4.513361499566663
AV_cm3_g_y,4.136866888545219
LCD_y,4.04707352734901
PLD_y,3.8176256437026397
AV_VF_y,3.6464845400964268
ASA_m2_g_x,3.2132639394203952
AV_cm3_g_x,3.2045909249824276
LFPD_y,3.1855997908767475
ASA_m2_cm3_x,2.9837735040687026
AV_VF_x,2.977729504117955
ASA_m2_g_y,2.8418676215019216
LFPD_x,2.748278798376844
ASA_m2_cm3_y,2.6438001122449784
Has_OMS_x,2.6003861406437947
LCD_x,2.4213857669146686
Has_OMS_y,1.5340946331487093
NASA_m2_g_y,0.8286219078831965
NASA_m2_g_x,0.8011390722955204
NASA_m2_cm3_y,0.5254496971826573
NASA_m2_cm3_x,0.40632319525295846
NAV_cm3_g_x,0.14259051431322733
NAV_cm3_g_y,0.09274192859688438
