Feature,Importance
5,31.619784429413333
0.01,7.363478085011727
cm3_g_y,5.561046195893421
cm3_g_x,3.950268158504625
Has_OMS_y,3.9393526924059534
ASA_m2_g_x,3.9082593199482965
AV_VF_y,3.643525776356024
LCD_x,3.6379635758410895
AV_VF_x,3.5054103478738243
Has_OMS_x,3.4888221254141203
PLD_y,3.476653642296569
ASA_m2_cm3_y,3.0274262560045386
PLD_x,2.9460582407567615
ASA_m2_g_y,2.943307134486696
ASA_m2_cm3_x,2.8890025556347254
LFPD_x,2.726558680416192
LCD_y,2.6120686168344918
AV_cm3_g_x,2.3389498140183895
AV_cm3_g_y,2.2453820310246333
LFPD_y,2.072523732735439
NASA_m2_g_y,0.48966943916536626
NASA_m2_cm3_y,0.47121294587014023
NASA_m2_cm3_x,0.43668196856803426
NASA_m2_g_x,0.4226022009491127
NAV_cm3_g_x,0.1771932956101523
NAV_cm3_g_y,0.10679873896635449
