Feature,Importance
5,20.903734943107647
0.01,9.770858001828037
cm3_g_x,6.561674902303639
PLD_x,5.161785609366726
Has_OMS_y,5.066152377353598
cm3_g_y,4.869960540243081
ASA_m2_cm3_x,4.537658441744433
PLD_y,4.328021950933178
ASA_m2_cm3_y,4.23752211830932
LCD_x,3.510068678476073
AV_VF_y,3.4805190563593262
ASA_m2_g_x,3.479929216277919
LFPD_y,3.2975934948437358
Has_OMS_x,3.218219089167901
ASA_m2_g_y,3.0970950428921316
AV_VF_x,2.672962828274666
AV_cm3_g_x,2.6321013262641166
LCD_y,2.6081778608968706
AV_cm3_g_y,2.0467377905540847
LFPD_x,1.8718956879360042
NASA_m2_g_x,0.7855550336132641
NASA_m2_g_y,0.6135417712144868
NASA_m2_cm3_x,0.5646858668356329
NASA_m2_cm3_y,0.5362066589041103
NAV_cm3_g_y,0.08895725023111145
NAV_cm3_g_x,0.058384462068912735
