Feature,Importance
HENRY,87.73409979270501
cm3_g,2.4008424628952234
LCD,1.6786742053829993
AV_cm3_g,1.1589017880199315
ASA_m2_cm3,1.1505128164590692
Has_OMS,1.1017348970125074
LFPD,1.0655624838827367
ASA_m2_g,0.9734912605422152
PLD,0.8235044515628067
AV_VF,0.7097408151866452
NASA_m2_g,0.657566385270829
NASA_m2_cm3,0.49012253297728314
NAV_cm3_g,0.05524610810277742
