temp,lowp,outp,seed,mode,qt_frac,train_ratio,out_root,source_model,target_model,R2,MAE,RMSE,MAPE(%)
293K,0.01,5,2029,struct,0.0,0.35,./RUN_FULL_EXP,CAT,CAT,0.8740359447303169,0.12327882111261529,0.03809733336821694,10.08877066152245
