Feature,Importance
AV_VF,14.388958500133857
cm3_g,12.431561053016761
ASA_m2_cm3,11.841088924600681
PLD,11.735963528990842
ASA_m2_g,10.224027855945652
LCD,9.49525363984281
Has_OMS,9.16136482328694
LFPD,9.09104867438247
AV_cm3_g,7.986699345869436
NASA_m2_g,2.0408034851230106
NASA_m2_cm3,1.4558505876314176
NAV_cm3_g,0.1473795811761322
