Feature,Importance
5,38.43481328455533
0.01,7.740229090408807
cm3_g_x,4.926756789524561
cm3_g_y,4.688193193780901
ASA_m2_cm3_y,3.33874456671357
AV_VF_x,3.08372999823711
PLD_y,3.0822402974623593
ASA_m2_g_x,3.054315924691091
Has_OMS_x,2.9487741814134023
ASA_m2_cm3_x,2.8928674020996703
PLD_x,2.8919182031973056
AV_VF_y,2.7969800949936974
Has_OMS_y,2.791257298483027
LCD_x,2.583236945243584
ASA_m2_g_y,2.5394102624486057
LCD_y,2.4928040063314194
LFPD_x,2.417193473325779
AV_cm3_g_x,1.9626213521355773
AV_cm3_g_y,1.7075985000307918
LFPD_y,1.5643964880230194
NASA_m2_cm3_x,0.54414366015345
NASA_m2_g_y,0.5175556804821347
NASA_m2_g_x,0.41627576188636584
NASA_m2_cm3_y,0.398688571375083
NAV_cm3_g_y,0.11581551020910583
NAV_cm3_g_x,0.06943946279426307
