temp,lowp,outp,seed,mode,qt_frac,train_ratio,out_root,source_model,target_model,R2,MAE,RMSE,MAPE(%)
293K,0.01,5,2025,struct_with_input,0.0,0.05,./RUN_FULL_EXP,CAT,CAT,0.9636042011105443,0.0712193777124149,0.0139767339445647,4.87515103824062
