Feature,Importance
0.01,81.98941012693057
ASA_m2_cm3,4.27721686195129
ASA_m2_g,2.4017287486794143
AV_VF,1.9949941060490652
Has_OMS,1.9940321327628014
PLD,1.7212835832291742
LFPD,1.3516741454728733
LCD,1.1144682693825902
cm3_g,1.0229585829240233
AV_cm3_g,0.8594144504225864
NASA_m2_cm3,0.8026475793247924
NASA_m2_g,0.4337271305921351
NAV_cm3_g,0.03644428227865426
