Feature,Importance
5,36.1966834805051
0.01,4.861115238048478
LCD_y,3.921080278159757
cm3_g_x,3.917570809102095
LCD_x,3.8558924768059346
PLD_x,3.793388111545086
ASA_m2_g_x,3.7102393018777517
PLD_y,3.537356031207622
AV_VF_y,3.4231202368665925
cm3_g_y,3.416547689532452
AV_VF_x,3.404292277768525
ASA_m2_g_y,3.383963362619666
ASA_m2_cm3_y,3.3105636434407404
ASA_m2_cm3_x,3.213333397490716
Has_OMS_y,3.1203827233780292
Has_OMS_x,2.652864136687794
AV_cm3_g_y,2.3732438682540278
LFPD_y,1.9979593961658435
LFPD_x,1.9436540873503574
AV_cm3_g_x,1.8839008561715338
NASA_m2_cm3_y,0.6454669912185258
NASA_m2_g_y,0.4966171836046357
NASA_m2_cm3_x,0.4863023390290214
NASA_m2_g_x,0.3025333827347618
NAV_cm3_g_x,0.0972868767115985
NAV_cm3_g_y,0.05464182372336367
