Feature,Importance
5,73.33909266633471
0.01_x,10.971104801560093
0.01_y,8.31310777997461
AV_VF_y,0.6500450113418694
cm3_g_x,0.6217273096686373
ASA_m2_cm3_y,0.5882420953227006
ASA_m2_g_y,0.5811043101692361
AV_cm3_g_y,0.5546281345147945
AV_cm3_g_x,0.5227689017039193
LCD_y,0.3850456477237815
cm3_g_y,0.37559083899990453
AV_VF_x,0.36796535104016886
ASA_m2_cm3_x,0.3330774512815242
LFPD_y,0.29941924829146327
PLD_y,0.2818407700917969
PLD_x,0.26520535267934314
LCD_x,0.260309564569981
ASA_m2_g_x,0.24600566840698299
NASA_m2_g_x,0.23813389862609902
LFPD_x,0.21461964165339945
Has_OMS_x,0.18223473696572476
Has_OMS_y,0.1151598283817057
NASA_m2_cm3_x,0.09167431204879432
NASA_m2_cm3_y,0.08488595345962886
NASA_m2_g_y,0.04677069381454697
NAV_cm3_g_y,0.0381305174327591
NAV_cm3_g_x,0.03210951394183632
