Feature,Importance
5,26.064362261793764
0.01,6.747797156030216
cm3_g_y,5.65452443406411
cm3_g_x,5.240079141149202
AV_cm3_g_y,4.638565612752004
LCD_y,4.548600364817801
ASA_m2_g_y,4.124545903826894
Has_OMS_x,3.988208877458274
LFPD_y,3.876008298720696
AV_VF_y,3.835304615922876
PLD_y,3.699129780172265
ASA_m2_g_x,3.6883362687686505
LFPD_x,3.27660565541363
AV_VF_x,3.2692745178072435
PLD_x,3.1360265632422384
ASA_m2_cm3_x,3.105994570645964
LCD_x,2.9669494767478
ASA_m2_cm3_y,2.647911486802404
Has_OMS_y,2.183052714950413
AV_cm3_g_x,1.4129362298221737
NASA_m2_cm3_y,0.4715968324164752
NASA_m2_g_x,0.4684104056445479
NASA_m2_g_y,0.4663967826553517
NASA_m2_cm3_x,0.4205211910615384
NAV_cm3_g_x,0.03735782559570174
NAV_cm3_g_y,0.031503031717779066
