Feature,Importance
PLD,15.87136280506797
Has_OMS,14.168046563280527
cm3_g,11.396857740600513
ASA_m2_cm3,11.154500640177652
AV_VF,10.118608450078826
LFPD,9.506960608584524
LCD,9.30654889781578
AV_cm3_g,7.721955161860515
ASA_m2_g,6.694896135305503
NASA_m2_cm3,2.2365190333125344
NASA_m2_g,1.7180674615378269
NAV_cm3_g,0.10567650237782435
