temp,lowp,outp,seed,mode,qt_frac,train_ratio,out_root,model,R2,MAE,RMSE,MAPE(%)
273K,0.01,1,2028,struct_with_input,0.0,0.1,./RUN_FULL_EXP,cat,0.9309641600079069,0.03304124963099519,0.010432364952074677,7.1620272712068305
