Feature,Importance
5,24.27483126865704
0.01,7.259094269421099
ASA_m2_g_y,4.930751500356106
cm3_g_x,4.892650781825838
cm3_g_y,4.819314021943016
PLD_y,4.600885050806514
LFPD_x,4.426450714566091
PLD_x,4.36640372043848
AV_VF_x,4.0056787233498286
AV_VF_y,3.6960963013812935
LFPD_y,3.662003193961419
ASA_m2_cm3_y,3.6007080239216767
ASA_m2_g_x,3.561616265216436
Has_OMS_x,3.1818691813993305
LCD_x,3.0806094694302986
ASA_m2_cm3_x,3.0220764840354977
Has_OMS_y,2.983570514059472
LCD_y,2.8479054651068254
AV_cm3_g_y,2.6790582360330615
AV_cm3_g_x,1.6948543077365579
NASA_m2_g_y,0.8415528934742146
NASA_m2_g_x,0.5190735130034818
NASA_m2_cm3_y,0.4986046089420432
NASA_m2_cm3_x,0.447834073212288
NAV_cm3_g_x,0.07296040909233148
NAV_cm3_g_y,0.033547008629755855
