iter,n_labeled,n_unlabeled,unc_mean,unc_std,sel_unc_mean,unc_zscore,r2,mae,rmse
76,2381,4782,0.008935238,0.0030153918,0.01989516,3.634647454347419,0.975642896603454,0.114069864,0.1681141
77,2411,4752,0.0087589985,0.0029883748,0.02021752,3.83435252650438,0.9763174887197268,0.11182512,0.16578163
78,2441,4722,0.008687546,0.0030082394,0.02028389,3.8548483381970966,0.9770865008538225,0.1104517,0.16289921
79,2471,4692,0.008584659,0.002799481,0.01852082,3.5492746903682977,0.976821024349943,0.11052544,0.16366853
80,2501,4662,0.008500111,0.0029426948,0.020281171,4.0034800873818295,0.9784889950681348,0.10668413,0.15775104
81,2531,4632,0.008909998,0.0031522298,0.021872066,4.11201819242075,0.9769087326247573,0.10915875,0.16343729
82,2561,4602,0.0088953655,0.00312353,0.020572959,3.7385764757928173,0.9780549833990165,0.10780736,0.15944865
83,2591,4572,0.009061521,0.0032029909,0.022168675,4.092148296138524,0.9758337252515672,0.111047074,0.16732976
84,2621,4542,0.008694205,0.0029535098,0.020232998,3.906793650416878,0.9787358395979439,0.10600374,0.15690759
85,2651,4512,0.008714986,0.0030663589,0.021956392,4.318269009696291,0.9776209556027142,0.10815799,0.16098717
86,2681,4482,0.009072505,0.0032507116,0.022096211,4.006404658904729,0.9782135766648316,0.10747186,0.15906973
87,2710,4453,0.008789525,0.0030240356,0.020780666,3.965264424681002,0.9787146562711921,0.10645027,0.15740079
88,2740,4423,0.008539488,0.0029892449,0.02059853,4.034130124409742,0.978758186139325,0.105056435,0.15738371
