iter,n_labeled,n_unlabeled,unc_mean,unc_std,sel_unc_mean,unc_zscore,r2,mae,rmse
76,2381,4782,0.008935238,0.0030153918,0.01989516,3.634647454347419,0.975642896603454,0.114069864,0.1681141
77,2411,4752,0.0087589985,0.0029883748,0.02021752,3.83435252650438,0.9763174887197268,0.11182512,0.16578163
78,2441,4722,0.008687546,0.0030082394,0.02028389,3.8548483381970966,0.9770865008538225,0.1104517,0.16289921
79,2471,4692,0.008584659,0.002799481,0.01852082,3.5492746903682977,0.976821024349943,0.11052544,0.16366853
80,2501,4662,0.008500111,0.0029426948,0.020281171,4.0034800873818295,0.9784889950681348,0.10668413,0.15775104
81,2531,4632,0.008909998,0.0031522298,0.021872066,4.11201819242075,0.9769087326247573,0.10915875,0.16343729
82,2561,4602,0.0088953655,0.00312353,0.020572959,3.7385764757928173,0.9780549833990165,0.10780736,0.15944865
83,2591,4572,0.009061521,0.0032029909,0.022168675,4.092148296138524,0.9758337252515672,0.111047074,0.16732976
84,2621,4542,0.008694205,0.0029535098,0.020232998,3.906793650416878,0.9787358395979439,0.10600374,0.15690759
85,2651,4512,0.008714986,0.0030663589,0.021956392,4.318269009696291,0.9776209556027142,0.10815799,0.16098717
86,2681,4482,0.009072505,0.0032507116,0.022096211,4.006404658904729,0.9782135766648316,0.10747186,0.15906973
87,2710,4453,0.008789525,0.0030240356,0.020780666,3.965264424681002,0.9787146562711921,0.10645027,0.15740079
88,2740,4423,0.008539488,0.0029892449,0.02059853,4.034130124409742,0.978758186139325,0.105056435,0.15738371
89,2770,4393,0.008530325,0.0030163801,0.020547066,3.9838151298649214,0.9787348279904163,0.1046009,0.1574605
90,2800,4363,0.008995647,0.0032858471,0.023179598,4.316667141459061,0.9786546133130753,0.10642156,0.15766193
91,2830,4333,0.00876851,0.0030259583,0.019887181,3.674417498715806,0.9790839935321692,0.10523049,0.15588453
92,2860,4303,0.008562111,0.0030298224,0.021047944,4.120964916428461,0.9795675396291204,0.103719965,0.15415004
93,2890,4273,0.008749354,0.0030091333,0.019711848,3.643061712838897,0.9790620870650071,0.10597789,0.15613039
94,2920,4243,0.008527574,0.0029344438,0.019470805,3.729222557759352,0.9805291080391632,0.10095416,0.15072262
95,2950,4213,0.008549453,0.0028722852,0.019320548,3.749995759604549,0.9802010509543383,0.10245923,0.15216291
96,2980,4183,0.0085201785,0.0029647965,0.019956058,3.857209366113677,0.9805406469059356,0.10089495,0.15101075
97,3010,4153,0.008346442,0.0029148478,0.020728854,4.2480330613108475,0.9803581466806359,0.10110547,0.15187487
98,3040,4123,0.008832664,0.0031556876,0.022651048,4.378868300727929,0.9799474331938179,0.10214459,0.1535069
99,3070,4093,0.009159093,0.0034383559,0.022562642,3.8982322935452096,0.9793808035501713,0.10400533,0.15567866
100,3100,4063,0.008611506,0.0029245664,0.018472183,3.371660141397288,0.9802235453049878,0.10227806,0.15253477
101,3130,4033,0.008549683,0.003005497,0.020207232,3.8787297318665583,0.9810131192875555,0.0996189,0.14965276
102,3160,4003,0.008610507,0.0029068706,0.0190341,3.585835031747764,0.980166599408097,0.1016491,0.15298453
103,3190,3973,0.008312596,0.002897798,0.020067722,4.056557666171745,0.9807725372847494,0.0998642,0.15080276
104,3220,3943,0.008576506,0.0028872383,0.018522318,3.4447375706073364,0.9809743945582361,0.09960524,0.1499478
105,3250,3913,0.008409351,0.0028839095,0.019561358,3.866961846244552,0.9812773813589608,0.098469935,0.1488646
106,3280,3883,0.008308361,0.0029291557,0.01974265,3.9035994341205336,0.9811657828567445,0.09907915,0.14916517
107,3310,3853,0.008427972,0.0028687154,0.01871,3.584180040387782,0.9813292568871833,0.09835481,0.14845575
108,3340,3823,0.00877383,0.0032764191,0.022909693,4.314411538440276,0.9810485803898586,0.0997892,0.14945005
109,3370,3793,0.008810502,0.0030984725,0.01987139,3.5697758478345465,0.9819321236267182,0.09758621,0.14580576
110,3400,3763,0.00842033,0.0030343963,0.019866856,3.7722457145290775,0.9817278605494174,0.099050514,0.1466354
111,3430,3733,0.00864851,0.0030023572,0.020579936,3.974006203456528,0.9815209674867799,0.098495655,0.14770627
112,3459,3704,0.00834385,0.0028083564,0.018828806,3.733471238297978,0.9822985532188884,0.09653371,0.14457767
113,3489,3674,0.008465697,0.0029213987,0.019167304,3.6631666342712337,0.9818280965867378,0.09761102,0.14650953
114,3519,3644,0.008187377,0.002801824,0.018389167,3.641111768512266,0.9817539152178978,0.09770571,0.14695434
115,3549,3614,0.008237203,0.002980593,0.019997861,3.945731452664402,0.981325850770961,0.098432176,0.14864233
116,3579,3584,0.008264112,0.0028238648,0.018384354,3.5838139399810154,0.9814820276825614,0.09831769,0.14811032
117,3609,3554,0.008124734,0.0028204932,0.018199457,3.5719592958976647,0.9821901056704954,0.09689718,0.1453654
