iter	Passed	Remaining
585	1674	1183
586	1677	1180
587	1680	1177
588	1683	1174
589	1685	1171
590	1688	1168
591	1691	1165
592	1694	1162
593	1697	1159
594	1699	1156
595	1702	1154
596	1705	1151
597	1708	1148
598	1710	1145
599	1713	1142
600	1716	1139
601	1719	1136
602	1722	1133
603	1724	1130
604	1727	1127
605	1730	1124
606	1733	1122
607	1735	1119
608	1738	1116
609	1741	1113
610	1743	1110
611	1746	1107
612	1749	1104
613	1752	1101
614	1754	1098
615	1757	1095
616	1760	1092
617	1762	1089
618	1765	1086
619	1768	1083
620	1771	1080
621	1773	1077
622	1776	1075
623	1779	1072
624	1782	1069
625	1784	1066
626	1787	1063
627	1790	1060
628	1793	1057
629	1795	1054
630	1798	1051
631	1801	1049
632	1804	1046
633	1806	1043
634	1809	1040
635	1812	1037
636	1815	1034
637	1818	1031
638	1821	1028
639	1823	1025
640	1826	1022
641	1829	1020
642	1832	1017
643	1834	1014
644	1837	1011
645	1840	1008
646	1842	1005
647	1845	1002
648	1848	999
649	1851	996
650	1854	993
651	1856	991
652	1859	988
653	1862	985
654	1864	982
655	1867	979
656	1870	976
657	1873	973
658	1875	970
659	1878	967
660	1881	965
661	1884	962
662	1887	959
663	1889	956
664	1892	953
665	1895	950
666	1898	947
667	1900	944
668	1903	941
669	1906	939
670	1909	936
671	1912	933
672	1914	930
673	1917	927
674	1920	924
675	1922	921
676	1925	918
677	1928	915
678	1931	913
679	1933	910
680	1936	907
681	1939	904
682	1942	901
683	1944	898
684	1947	895
685	1950	892
686	1953	889
687	1955	886
688	1958	884
689	1961	881
690	1964	878
691	1966	875
692	1969	872
693	1972	869
694	1975	866
695	1978	864
696	1980	861
697	1983	858
698	1986	855
699	1989	852
700	1991	849
701	1994	846
702	1997	843
703	2000	840
704	2002	838
705	2005	835
706	2008	832
707	2011	829
708	2013	826
709	2016	823
710	2019	820
711	2022	817
712	2024	815
713	2027	812
714	2030	809
715	2033	806
716	2036	803
717	2039	800
718	2041	797
719	2044	795
720	2047	792
721	2049	789
722	2052	786
723	2055	783
724	2058	780
725	2060	777
726	2063	774
727	2066	772
728	2069	769
729	2071	766
730	2074	763
731	2077	760
732	2080	757
733	2082	754
734	2085	751
735	2088	749
736	2090	746
737	2093	743
738	2096	740
739	2099	737
740	2101	734
741	2104	731
742	2107	729
743	2110	726
744	2113	723
745	2115	720
746	2118	717
747	2121	714
748	2124	711
749	2127	709
750	2129	706
751	2132	703
752	2135	700
753	2138	697
754	2141	694
755	2143	691
756	2146	689
757	2149	686
758	2152	683
759	2154	680
760	2157	677
761	2160	674
762	2163	671
763	2165	669
764	2168	666
765	2171	663
766	2174	660
767	2176	657
768	2179	654
769	2182	651
770	2185	649
771	2188	646
772	2190	643
773	2193	640
774	2196	637
775	2199	634
776	2202	632
777	2204	629
778	2207	626
779	2210	623
780	2213	620
781	2216	617
782	2218	614
783	2221	612
784	2224	609
785	2226	606
786	2229	603
787	2232	600
788	2235	597
789	2237	594
790	2240	592
791	2243	589
792	2246	586
793	2248	583
794	2251	580
795	2254	577
796	2257	574
797	2260	572
798	2262	569
799	2265	566
800	2268	563
801	2271	560
802	2273	557
803	2276	554
804	2278	551
805	2281	549
806	2283	546
807	2286	543
808	2289	540
809	2292	537
810	2295	534
811	2297	532
812	2300	529
813	2301	525
814	2304	523
815	2307	520
816	2309	517
817	2312	514
818	2315	511
819	2318	508
820	2320	506
821	2323	503
822	2326	500
823	2329	497
824	2331	494
825	2334	491
826	2337	488
827	2340	486
828	2342	483
829	2345	480
830	2348	477
831	2350	474
832	2353	471
833	2356	469
834	2359	466
835	2361	463
836	2364	460
837	2367	457
838	2370	454
839	2372	451
840	2375	449
841	2378	446
842	2381	443
843	2383	440
844	2386	437
845	2389	434
846	2392	432
847	2394	429
848	2397	426
849	2400	423
850	2402	420
851	2405	417
852	2408	415
853	2410	412
854	2413	409
855	2416	406
856	2419	403
857	2421	400
858	2424	397
859	2427	395
860	2430	392
861	2432	389
862	2435	386
863	2438	383
864	2441	380
865	2443	378
866	2446	375
867	2449	372
868	2451	369
869	2454	366
870	2457	363
871	2460	361
872	2462	358
873	2465	355
874	2468	352
875	2470	349
876	2473	346
877	2476	344
878	2478	341
879	2481	338
880	2484	335
881	2487	332
882	2489	329
883	2492	327
884	2495	324
885	2498	321
886	2500	318
887	2503	315
888	2506	312
889	2509	310
890	2511	307
891	2514	304
892	2517	301
893	2520	298
894	2522	295
895	2525	293
896	2528	290
897	2530	287
898	2533	284
899	2536	281
900	2538	278
901	2541	276
902	2543	273
903	2546	270
904	2549	267
905	2551	264
906	2554	261
907	2557	259
908	2560	256
909	2562	253
910	2565	250
911	2568	247
912	2571	244
913	2573	242
914	2576	239
915	2579	236
916	2581	233
917	2584	230
918	2587	228
919	2589	225
920	2592	222
921	2595	219
922	2597	216
923	2600	213
924	2603	211
925	2606	208
926	2608	205
927	2611	202
928	2614	199
929	2617	196
930	2619	194
931	2622	191
932	2625	188
933	2627	185
934	2630	182
935	2633	180
936	2636	177
937	2638	174
938	2641	171
939	2644	168
940	2647	165
941	2649	163
942	2652	160
943	2655	157
944	2658	154
945	2660	151
946	2663	149
947	2666	146
948	2668	143
949	2671	140
950	2674	137
951	2676	134
952	2679	132
953	2682	129
954	2685	126
955	2687	123
956	2690	120
957	2693	118
958	2696	115
959	2698	112
960	2701	109
961	2704	106
962	2706	104
963	2709	101
964	2712	98
965	2715	95
966	2717	92
967	2720	89
968	2723	87
969	2726	84
970	2728	81
971	2731	78
972	2734	75
973	2736	73
974	2739	70
975	2742	67
976	2745	64
977	2747	61
978	2750	58
979	2753	56
980	2755	53
981	2758	50
982	2761	47
983	2764	44
984	2766	42
985	2769	39
986	2772	36
987	2775	33
988	2777	30
989	2780	28
990	2783	25
991	2786	22
992	2788	19
993	2791	16
994	2794	14
995	2796	11
996	2799	8
997	2802	5
998	2805	2
999	2807	0
5
998	2857	2
999	2859	0
