name,gas,temp,pressure,cutoff,path,abs_mol_per_kg_framework,abs_molecules_per_uc,abs_mg_per_g_framework,abs_cm3STP_per_g,abs_cm3STP_per_cm3,source_chunk
1499489-acs.cgd.6b01265_1499490_clean,argon,293.0,0.05,14.0,1499489-acs.cgd.6b01265_1499490_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.0371570715,0.27615,1.4843506921,0.8328376994,0.7363759023,chunk_1
AGUBUA_clean,argon,293.0,0.05,14.0,AGUBUA_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.07186653679999999,0.1656027778,2.8709244103,1.6108148118999999,2.9532007422000004,chunk_1
acs.chemmater.5b03723_cm5b03723_si_005_clean,argon,293.0,0.05,14.0,acs.chemmater.5b03723_cm5b03723_si_005_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.0295073879,0.28035,1.1787611335,0.6613778777,0.4266801167,chunk_1
ACOCUS_clean,argon,293.0,0.05,14.0,ACOCUS_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.0196891881,0.4213,0.7865436848999999,0.4413129838,0.1529166519,chunk_1
acscombsci.5b00188_34903_clean,argon,293.0,0.05,14.0,acscombsci.5b00188_34903_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.1006447157,0.1354263889,4.020555103,2.2558482169,4.8857513284,chunk_1
acs.inorgchem.5b02316_ic5b02316_si_002_clean,argon,293.0,0.05,14.0,acs.inorgchem.5b02316_ic5b02316_si_002_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.45259998590000006,1.429075,18.0804642366,10.1445651072,13.613451178599998,chunk_1
ACOCOM_clean,argon,293.0,0.05,14.0,ACOCOM_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.0189270557,0.4033,0.7560980219,0.42423056789999997,0.1484478554,chunk_1
ACODAZ_clean,argon,293.0,0.05,14.0,ACODAZ_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.0195194083,0.4116,0.7797613215000001,0.43750754350000004,0.15012600550000002,chunk_1
AQIXUU_clean,argon,293.0,0.05,14.0,AQIXUU_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.0384288338,0.0421888889,1.5351550521000001,0.8613429484999999,1.9950270346,chunk_1
am301365h_si_002_clean,argon,293.0,0.05,14.0,am301365h_si_002_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.011357241499999999,0.03129375,0.4536990818,0.2545609346,0.2309048961,chunk_1
acs.chemmater.5b03723_cm5b03723_si_004_clean,argon,293.0,0.05,14.0,acs.chemmater.5b03723_cm5b03723_si_004_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.0739699905,0.8343,2.9549531802999995,1.6579615730000001,1.2809215707,chunk_1
acs.cgd.5b01554_VAGNUP1452791_clean,argon,293.0,0.05,14.0,acs.cgd.5b01554_VAGNUP1452791_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.0064805805,0.04389375,0.2588862316,0.1452555751,0.2135937607,chunk_1
AQEGUY_clean,argon,293.0,0.05,14.0,AQEGUY_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.0358212078,0.0946125,1.4309856093,0.8028956829,1.1750730372,chunk_1
AQOTIK_clean,argon,293.0,0.05,14.0,AQOTIK_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.0281919196,0.0175697917,1.126210805,0.6318930027,0.9310691259999999,chunk_1
acs.inorgchem.6b01416_ic6b01416_si_004_clean,argon,293.0,0.05,14.0,acs.inorgchem.6b01416_ic6b01416_si_004_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.0283532121,0.1963,1.1326541187999999,0.6355082094,0.8534053384,chunk_1
APEBOO_clean,argon,293.0,0.05,14.0,APEBOO_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.31679271579999996,2.8038125,12.655235411500001,7.100584249400001,8.859709674500001,chunk_1
ANOMOG_clean,argon,293.0,0.05,14.0,ANOMOG_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.0275277686,0.1301875,1.0996792994,0.6170067375,0.4840753182,chunk_1
AMIZIG_clean,argon,293.0,0.05,14.0,AMIZIG_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.00757678,0.02095,0.30267720670000003,0.1698257628,0.2384348972,chunk_1
acs.inorgchem.6b00136_ic6b00136_si_002_clean,argon,293.0,0.05,14.0,acs.inorgchem.6b00136_ic6b00136_si_002_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.0478253367,0.14948125,1.9105265509,1.0719559372,1.2613634228,chunk_1
acscombsci.5b00188_5013797_clean,argon,293.0,0.05,14.0,acscombsci.5b00188_5013797_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.016998961899999998,0.0250041667,0.6790745316,0.3810143207,0.2533704275,chunk_1
AHUFIU_clean,argon,293.0,0.05,14.0,AHUFIU_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.008257713100000001,0.0555375,0.3298791211,0.1850881802,0.17804569899999997,chunk_1
acs.inorgchem.6b01211_ic6b01211_si_002_clean,argon,293.0,0.05,14.0,acs.inorgchem.6b01211_ic6b01211_si_002_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.0279697236,0.1594625,1.1173345181,0.6269127063000001,0.51582621,chunk_1
APEBII_clean,argon,293.0,0.05,14.0,APEBII_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.1825191749,1.5401625,7.291275999500001,4.09098036,5.0049827624,chunk_1
AQOLOJ_clean,argon,293.0,0.05,14.0,AQOLOJ_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.061566248,0.226075,2.4594484761,1.3799443901,1.2675432247,chunk_1
AKOXIJ_clean,argon,293.0,0.05,14.0,AKOXIJ_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.1740410958,1.3500083333000001,6.9525936947,3.9009529001999996,5.5690146692999996,chunk_1
ASANAL_clean,argon,293.0,0.05,14.0,ASANAL_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.026940834500000004,0.0695166667,1.0762324553,0.6038512104,0.7254810520999999,chunk_1
acs.inorgchem.5b02378_ic5b02378_si_002_clean,argon,293.0,0.05,14.0,acs.inorgchem.5b02378_ic5b02378_si_002_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.1050066318,0.6184166667000001,4.194804928,2.353616099,5.517272070700001,chunk_1
ADOBIF_clean,argon,293.0,0.05,14.0,ADOBIF_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.013833343,0.056375,0.5526143847999999,0.3100602138,0.4926007898,chunk_1
ASEKAM_clean,argon,293.0,0.05,14.0,ASEKAM_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.020531125600000002,0.0402395833,0.8201774070000001,0.4601841521,0.794564485,chunk_1
acs.inorgchem.6b01762_ic6b01762_si_002_clean,argon,293.0,0.05,14.0,acs.inorgchem.6b01762_ic6b01762_si_002_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.0023015359,0.07485,0.09194175660000001,0.0515865701,0.1192677057,chunk_1
ATEJOA_clean,argon,293.0,0.05,14.0,ATEJOA_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.198015196,0.3341555556,7.9103110491,4.4383078004000005,8.4257778948,chunk_1
AQERUL_clean,argon,293.0,0.05,14.0,AQERUL_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.21577781940000001,2.33888125,8.6198923275,4.8364388099,7.9698494859,chunk_1
acs.inorgchem.6b00276_ic6b00276_si_006_clean,argon,293.0,0.05,14.0,acs.inorgchem.6b00276_ic6b00276_si_006_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.0536328146,1.3471,2.1425236766999998,1.2021246051999999,0.9152055672,chunk_1
AHIYOH_clean,argon,293.0,0.05,14.0,AHIYOH_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.0289499758,0.2081625,1.1564936345999999,0.6488840562,0.9249529426,chunk_1
ATEZEG_clean,argon,293.0,0.05,14.0,ATEZEG_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.0244599087,0.184375,0.9771244334,0.5482438007,0.42519753200000004,chunk_1
ASIVEF_clean,argon,293.0,0.05,14.0,ASIVEF_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.0168761461,0.143025,0.6741682839,0.37826152909999994,0.2357537699,chunk_1
ATEZIK_clean,argon,293.0,0.05,14.0,ATEZIK_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.020533016499999997,0.15525,0.8202529439,0.4602265343,0.3425405257,chunk_1
ATUZEW_clean,argon,293.0,0.05,14.0,ATUZEW_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.0371437925,0.2505375,1.4838202246,0.8325400653,0.8066683512,chunk_1
BADXAI_clean,argon,293.0,0.05,14.0,BADXAI_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.0055474713,0.0579416667,0.221610384,0.1243408875,0.2132225905,chunk_1
AVETAY_clean,argon,293.0,0.05,14.0,AVETAY_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.046829088,0.22045,1.8707284087,1.0496260434,1.0640593755,chunk_1
AXIGAR_clean,argon,293.0,0.05,14.0,AXIGAR_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.0108476652,0.02005,0.4333425305,0.24313930530000002,0.18778997530000002,chunk_1
AXINAX_clean,argon,293.0,0.05,14.0,AXINAX_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.0186449593,0.141,0.7448288328,0.41790766490000003,0.17745829170000002,chunk_1
AWEWOP_clean,argon,293.0,0.05,14.0,AWEWOP_clean_argon_293.0K_0.05bar_14.0/Output/System_0,0.0216584862,0.10625,0.8652132086,0.4854527855,0.5389780451,chunk_1
