temp,lowp,outp,seed,mode,qt_frac,train_ratio,out_root,source_model,target_model,R2,MAE,RMSE,MAPE(%)
293K,0.01,5,2029,struct_with_input,0.35,0.35,./RUN_FULL_EXP,CAT,CAT,0.9919957477213925,0.03264142677236934,0.002501214619600923,2.5885771299529945
