epoch,train_loss,val_loss
1,0.24163796301294715,1.2289202213287354
2,0.06177403148970224,4.160067558288574
3,0.058418841344918405,4.502161502838135
4,0.05740467521234447,3.0570228099823
5,0.04989204714963229,0.31732049584388733
6,0.03954164320159526,1.2290798425674438
7,0.03916268229177927,0.7238264679908752
8,0.033905490355804195,0.6066101789474487
9,0.03769850466724085,0.6339918375015259
10,0.03501506106433602,1.6311310529708862
11,0.034441996655957124,0.030972149223089218
12,0.03947143372412844,0.5168187618255615
13,0.033953027356848194,0.38331830501556396
14,0.034216618983767225,0.07085523754358292
15,0.03204584651160452,0.06370028108358383
16,0.030806307264392905,0.03827577084302902
17,0.030207332056774686,0.029145609587430954
18,0.02932686353706749,0.03575952351093292
19,0.030356543313274795,0.062446579337120056
20,0.02944065109346409,0.04176593944430351
21,0.02918181760927607,0.026293115690350533
22,0.02727664759104626,0.07844733446836472
23,0.026961765823633726,0.06564189493656158
24,0.027054675333988275,0.02783331461250782
25,0.02479202196707928,0.024063706398010254
26,0.027510570294925228,0.03568859398365021
27,0.024425810343088928,0.02746744640171528
28,0.025579380183604887,0.026733940467238426
29,0.02693176375891915,0.027709996327757835
30,0.023506252778316993,0.04153108969330788
31,0.024804064939068296,0.06771481782197952
32,0.024277027048666786,0.29305675625801086
33,0.025172341150557644,2.45263671875
34,0.03336976699633492,1.483200192451477
35,0.02685677514578693,0.9319366812705994
36,0.027649072080885958,0.04979408159852028
37,0.022811244948271976,0.026319891214370728
38,0.021860195499009843,0.030184702947735786
39,0.01825338940365803,0.03431142866611481
40,0.02333100344769314,0.02644888125360012
41,0.020543515074140428,0.03545290604233742
42,0.024805771494493062,0.028455065563321114
43,0.02096761978369903,0.027760842815041542
44,0.02018418039852545,0.029019847512245178
45,0.019053300254984487,0.036770906299352646
46,0.02096016340431986,0.036222029477357864
47,0.020437234986437517,0.027178402990102768
48,0.017190109947679565,0.03366954252123833
49,0.018983919007971584,0.03546704724431038
50,0.01745018946694832,0.030925581231713295
51,0.01735181421482842,0.04679034277796745
52,0.01623833846784561,0.032909948378801346
53,0.018842102617611815,0.037997595965862274
54,0.014997931439298456,0.03510528802871704
55,0.014398220757053284,0.040177274495363235
56,0.01668869802413435,0.028015248477458954
57,0.019969470983069688,0.044947300106287
58,0.015001077161051212,0.057006292045116425
59,0.015329060024782867,0.03386269882321358
60,0.01377367714840283,0.03324621915817261
61,0.016350293876135374,0.03150921314954758
62,0.013027080895787316,0.028660569339990616
63,0.013264452556109767,0.03087286651134491
64,0.01268436313575404,0.03180789574980736
65,0.015675896378954886,0.028811484575271606
66,0.012636153578344928,0.042447999119758606
67,0.012523105014143004,0.037503670901060104
68,0.013281266973875896,0.051779817789793015
69,0.013773586806150666,0.02887970209121704
70,0.01158358020952721,0.03388461470603943
71,0.0121775841182459,0.03907221183180809
72,0.012815571040636856,0.05187660828232765
73,0.011262194332143198,0.03382490202784538
74,0.012272728307476239,0.031052885577082634
75,0.012188690370569017,0.045872971415519714
