temp,lowp,outp,seed,mode,qt_frac,train_ratio,out_root,model,R2,MAE,RMSE,MAPE(%)
293K,0.01,5,2026,lowr,0.6,0.5,./RUN_FULL_EXP,cat,0.9724880157721044,0.06792279127227432,0.013164548296844339,4.876643861313948
