,,R2,R2,MAE,MAE,RMSE,RMSE,MAPE(%),MAPE(%)
,,mean,std,mean,std,mean,std,mean,std
train_ratio,qt_frac,,,,,,,,
0.05,0.0,0.9154957948844752,0.012078875711989267,0.108820312725017,0.003523676266640264,0.04173442011762139,0.006087181717558764,9.477652162198583,0.5787289560321659
0.05,0.03,0.9380444170512261,0.005375031157996897,0.10044375426734906,0.0033782194729840946,0.029658442745149772,0.002863416568134769,8.109179471002395,0.5126333793877946
0.05,0.05,0.9418244741620043,0.0037046652927243346,0.10068632988797521,0.0026289675021439465,0.02727764513446766,0.0017874526290278725,8.051714592903432,0.3510043390051972
0.1,0.0,0.9405954526310906,0.00642640662040856,0.09180930873557219,0.0025545635321019733,0.029369080079207528,0.00321571806631701,7.545079067225617,0.6337779660205788
0.1,0.05,0.9534098412466333,0.001795837162275328,0.08661044443376484,0.0009602537018312006,0.021808365743457354,0.0010402192063811763,6.605965615751417,0.13591274880207901
0.1,0.1,0.955241144924815,0.0017849425744341737,0.08443124021036988,0.0010477023354215494,0.019767656412013994,0.0008638055901882522,6.284011884328407,0.10971856494775128
0.15,0.0,0.9478682565948475,0.010416454424495352,0.08517213103406229,0.003151177497732156,0.025816514245246464,0.005421607003839488,6.720461533635448,0.1523257184456069
0.15,0.07,0.9588029333366572,0.001432527557442733,0.07955883689065595,0.00116156517647484,0.018815460283420106,0.0009194344131893429,5.8301960088617415,0.04268796174407932
0.15,0.15,0.9606060721719263,0.0013477686510206515,0.076786846615714,0.001328176957865728,0.016105512784813734,0.0005808152307276621,5.52425483680449,0.09308771791961333
0.2,0.0,0.9563807621687512,0.0034378943914635785,0.08008158244661712,0.0019488263158759004,0.021672362742704388,0.001740152377642161,6.107895568905882,0.19841817972197504
0.2,0.1,0.9633837061004261,0.0005907062012790195,0.07431501580386854,0.0009382671945968164,0.016208864545602494,0.00027525566073470254,5.376110269866412,0.05949147338701728
0.2,0.2,0.9644203090906593,0.0005227328515105937,0.0726726896503539,0.000532776366052271,0.013715936179592644,0.00015487161129235227,5.174757971226363,0.014157016787521572
0.25,0.0,0.9615824408308662,0.001547737497291537,0.0755220888943764,0.0006100276450782754,0.01891989663442624,0.000616808089905727,5.724116602694155,0.174342728676304
0.25,0.12,0.9651323375890797,0.002337618392016576,0.07190642890565699,0.0005903316176158037,0.01487966795233237,0.0010271425540202784,5.141891572844459,0.06287668609353504
0.25,0.25,0.9668912270227242,0.0019027945726941009,0.06989721585873121,0.0010406824557466707,0.012057629935916539,0.0007493509128399216,4.958135190549221,0.0420625526127068
0.3,0.0,0.9604542294933573,0.0006061156909580838,0.0757790781028677,0.0015252866845532303,0.01967880922747311,0.00039208295804699854,5.552866608781776,0.24510814268971837
0.3,0.15,0.9679244231931932,0.0021198697425307694,0.06938118718434003,0.0007538251745923538,0.013282082942379935,0.0009882681611221482,4.9211467476410755,0.057849979816163126
0.3,0.3,0.9681498682955914,0.0009541150991340681,0.06736613347076766,0.0002155743734521544,0.011144723392161443,0.0003735542296390143,4.7048372507162926,0.00870449637757821
0.35,0.0,0.9624925994219045,0.002359110660495966,0.07338938102656403,0.0008168640505738015,0.018513633801272307,0.0012473515142890255,5.294404072282928,0.08361272920593223
0.35,0.17,0.9700016451122015,0.0012048119096027964,0.06711249869252915,0.0007490586581276462,0.01180960440976032,0.0003529693884893195,4.7641686642609455,0.0794125083817794
0.35,0.35,0.9680191325334857,0.0011916024996357463,0.06629901297418166,0.0008339113524668794,0.010717838775022774,0.00045105812784970993,4.611395122424291,0.06358660514582516
0.4,0.0,0.9644472284364314,0.0022577719405051126,0.07260913946154307,0.0013620835006278548,0.017511315836234036,0.0012843669187238254,5.236880777963114,0.08738190171725471
0.4,0.2,0.970466641560795,0.0013111705903636416,0.06574614333938289,0.0007201961766205632,0.0114274423665757,0.0004885073845700544,4.634627419023503,0.020131226755302403
0.4,0.4,0.9690899061633733,0.0006436214614114105,0.06473130476094692,0.0005013624992263887,0.009808882210064276,0.00013401227998362605,4.512857122776469,0.054280115361275263
0.45,0.0,0.9664307042279872,0.001779338294858035,0.07085382993934616,0.001068412174548656,0.016377056340764785,0.0006140278247161015,5.100249185968825,0.06815986331613061
0.45,0.23,0.9711176075530599,0.0011043175107981224,0.06463011066004624,0.0006227435101505506,0.010851188426750499,0.00048715492956196885,4.526162702196804,0.035840437284129785
0.45,0.45,0.9674713041202032,0.0016144008322368083,0.06381778409384052,0.0010237882352372146,0.00991350119489077,0.0005235190681827607,4.39434848888841,0.07310891708728046
0.5,0.0,0.9694808130568775,0.004348929681313463,0.06919931240541041,0.002215614330167615,0.014908560353991341,0.0022474733149007876,5.122130017298462,0.1932653084285257
0.5,0.25,0.9721807635065721,0.00110364576786967,0.06323603867783659,0.0003851874279272666,0.010156522440839573,0.00035570010344651554,4.440859087354563,0.048046402111686266
0.5,0.5,0.9680695419120496,0.0009374046078217294,0.06241532825113867,0.0009105055808553362,0.009155098848417436,0.00024722666712766867,4.323909047603595,0.08146599455785335
0.55,0.0,0.9676334707358667,0.002885568702612543,0.06965236269544038,0.0019358537104088391,0.016072712930011,0.0016026325500933846,4.92314534668141,0.11851468765178216
0.55,0.28,0.9727645931605098,0.0019654089209431526,0.06237351372525145,0.0010791959131333504,0.009573924147038632,0.0005221716129533288,4.327894020794191,0.04501952682374078
0.55,0.55,0.9696841779268501,0.0019040225918243617,0.06141948946293606,0.0011305460867721804,0.008327656933417003,0.0006090770973455043,4.261821004142673,0.05783713554296793
0.6,0.0,0.966210847539511,0.0030348983180696846,0.0695225810389372,0.0015280616877865773,0.016866779631196344,0.001318913608074213,4.932582502905903,0.14222554513126726
0.6,0.3,0.9722402639997109,0.002139765153656787,0.06208574749197395,0.0008252222033967329,0.00977456963105016,0.0008462764241888981,4.316476570750917,0.08022470040990355
0.6,0.6,0.9684143173568286,0.0020693138202761874,0.06116449099065703,0.000781308201852202,0.00819859422548787,0.0005591901930721948,4.180935926297555,0.07499509595555677
0.65,0.0,0.9680043911323437,0.005668630449118073,0.06762867470423592,0.002308885250083243,0.01590902382179612,0.0031113344831958842,4.834938178944678,0.06304183338660689
0.65,0.33,0.9726173361769966,0.002071705903544646,0.06146051087390425,0.0007702047686252175,0.009347317624860237,0.0006097559013060566,4.261658919806406,0.06264134171158166
0.65,0.65,0.9683333950805452,0.0015074612678078374,0.060189116601630434,0.0009572756912989696,0.007762897927212503,0.00037142007011378415,4.121976823741149,0.07968154011213653
0.7,0.0,0.9716677728084928,0.004285955863725135,0.06573711761513307,0.001963792864900949,0.013876401832375337,0.0023862810456351034,4.759275399759284,0.12127130749721464
0.7,0.35,0.9713724818857605,0.0021598212723353658,0.0618727430594318,0.001397045823253052,0.009493074362316561,0.0005337746591736891,4.279291471955635,0.07634183727429451
0.7,0.7,0.9677651698750189,0.0021598932384108206,0.05929158573918092,0.0006584194774954543,0.007622933844752907,0.000572294730447651,4.02695078841301,0.021036526667754636
0.75,0.0,0.9728673034090468,0.0037855346225927097,0.06456014506107013,0.0023290442918613274,0.012916547312007328,0.002162354223641764,4.741531303279766,0.16569243384570534
0.75,0.38,0.9712368376552787,0.0030779598704932993,0.06126260713874565,0.0011147488715392902,0.009264836316600078,0.0010984944403653718,4.254723073330232,0.12033130041344886
0.75,0.75,0.967331553927616,0.001287629932995952,0.05904999967381273,0.0009302920675407919,0.007257199318170447,0.00032003918990330054,4.016145871336064,0.055653435304547506
0.8,0.0,0.973122608569476,0.0013561550297509547,0.06644835639847704,0.0015768622911186013,0.013624880548631316,0.0007385745428116144,4.709622087642624,0.16508412399608804
0.8,0.4,0.971139122100564,0.0046399756486853235,0.06014018387521125,0.0010648654346848887,0.008975122112729255,0.0011412903202187635,4.165961885577255,0.03910375992936648
0.8,0.8,0.9652703033100094,0.0034045179556627214,0.0582664743120106,0.001659408478662172,0.007213515010876724,0.0007108782025140468,3.927438777477844,0.10954680933455255
