train_ratio,qt_frac,seed,R2,MAE,RMSE,MAPE(%)
0.05,0.0,2025,0.9074364993339326,0.1105544770486229,0.04557641496639213,9.69600290137619
0.05,0.0,2026,0.9285624659756805,0.10400179573845458,0.03518274133821845,8.992176298281382
0.05,0.0,2027,0.9026036993371458,0.11242875913628103,0.04843834866749362,8.834659528026673
0.05,0.0,2028,0.9281161812559628,0.10629094107860344,0.03540082154478311,9.594518593991479
0.05,0.0,2029,0.9107601285196539,0.11082559062312299,0.04407377407121967,10.270903489317188
0.05,0.03,2025,0.9442404139697242,0.09756994759138064,0.026338926876061843,7.947539408122006
0.05,0.03,2026,0.9402912885297151,0.10173365439423848,0.02873970567826147,8.453601442731099
0.05,0.03,2027,0.9398264595885852,0.10379352846299982,0.028426632199980165,8.750240800084388
0.05,0.03,2028,0.930044492698485,0.10294805594281095,0.033885989126253895,7.976631664452278
0.05,0.03,2029,0.9358194304696206,0.09617358494531546,0.030900959845191492,7.417884039622208
0.05,0.05,2025,0.9436974710607815,0.10066907194403929,0.026112598416114664,7.969426206305563
0.05,0.05,2026,0.9467527897196877,0.09637798118200688,0.024949088610285605,7.811149074390827
0.05,0.05,2027,0.936774261521853,0.10231183455006418,0.029554214635070297,8.211052752276977
0.05,0.05,2028,0.940770115541186,0.10085397373506469,0.028082483178825276,7.692215347896565
0.05,0.05,2029,0.9411277329665138,0.10321878802870098,0.02768984083204246,8.57472958364722
0.1,0.0,2025,0.936129041397332,0.09362182977159259,0.031112416171150233,7.216971707241091
0.1,0.0,2026,0.9511633445197025,0.08863976399537077,0.0239934155466985,7.163683296032905
0.1,0.0,2027,0.9348061686197741,0.0905378496076438,0.032402757678464685,7.186927279131846
0.1,0.0,2028,0.9404159322141309,0.09116129842482339,0.029816712009277765,7.50647109370885
0.1,0.0,2029,0.9404627764045135,0.09508580187843044,0.029520098990446445,8.651341960013399
0.1,0.05,2025,0.9542741314219451,0.08604156318565481,0.02113216889552889,6.417657608836984
0.1,0.05,2026,0.9557285505616288,0.08529874601516678,0.02067242564995285,6.555579534328089
0.1,0.05,2027,0.9537632012960474,0.08701133157163195,0.021492598504536654,6.608344029129622
0.1,0.05,2028,0.9511950456813523,0.08779115041762964,0.023201654186439973,6.661027365743652
0.1,0.05,2029,0.9520882772721929,0.08690943097874106,0.022542981480828395,6.787219540718736
0.1,0.1,2025,0.9555065346257274,0.08540092077719347,0.019612784919549462,6.371244619946613
0.1,0.1,2026,0.9532820694296369,0.08508546542972162,0.020894881098521507,6.267455454242792
0.1,0.1,2027,0.953602426951502,0.08438589702642786,0.020362463178158707,6.149834749466603
0.1,0.1,2028,0.9563606213492533,0.08458388346736952,0.019216702159272545,6.416383636823735
0.1,0.1,2029,0.957454072267956,0.08270003435113693,0.018751450704567747,6.215140961162293
0.15,0.0,2025,0.9564601841913924,0.0827863240512751,0.021256904568392115,6.71869931978548
0.15,0.0,2026,0.95722687904967,0.08207884648642731,0.020945199713625105,6.486434353643805
0.15,0.0,2027,0.9522164238501901,0.08400241127049762,0.02364358901550436,6.91253968625438
0.15,0.0,2028,0.9383129653477618,0.08919924718343326,0.03090805899609448,6.752097711727623
0.15,0.0,2029,0.9351248305352233,0.08779382617867813,0.03232881893261626,6.732536596765954
0.15,0.07,2025,0.9576127651205073,0.08113244051458635,0.01954166855179779,5.871230481202198
0.15,0.07,2026,0.9587296192843666,0.08008797117298747,0.018619652822559587,5.815406144758346
0.15,0.07,2027,0.9612572039143095,0.07809656157774318,0.017294862700870477,5.806699624474949
0.15,0.07,2028,0.9580428682809679,0.07962420767211172,0.01939197646733384,5.7796760737947475
0.15,0.07,2029,0.9583722100831348,0.07885300351585106,0.01922914087453883,5.877967720078466
0.15,0.15,2025,0.9602750587944925,0.07676433189599535,0.01600486478752317,5.658184812712054
0.15,0.15,2026,0.9620261839404876,0.07683661180367363,0.015679135230868127,5.487874697523002
0.15,0.15,2027,0.961007802169635,0.07460942124525197,0.015786531877181046,5.408136834681331
