epoch,train_loss,val_loss
1,0.9950395441804257,4.605835437774658
2,0.9347855464326149,1.1067641973495483
3,0.9054504192936483,3.7473220825195312
4,0.8720860624812661,3.1262965202331543
5,0.8642433485435566,1.985291838645935
6,0.8347470651122288,1.5813218355178833
7,0.8133418023274207,0.9935896992683411
8,0.7902402590706711,0.9918518662452698
9,0.7755436092147028,1.6683180332183838
10,0.7513698283290364,2.8004307746887207
11,0.745419988301412,1.6298846006393433
12,0.717384502525729,1.286609411239624
13,0.7085816621468329,1.1221537590026855
14,0.6933699560727125,1.2561509609222412
15,0.6633350551128387,1.825888752937317
16,0.6543492403329979,1.5813721418380737
17,0.677651585708738,1.7756142616271973
18,0.6538795454339831,1.939499855041504
19,0.6216350731425261,1.1336759328842163
20,0.6710228102369459,1.149558424949646
21,0.6224136647441625,2.8168883323669434
22,0.6274191425108785,4.260217189788818
23,0.6128598954040967,1.0398180484771729
24,0.6063742392662308,1.0942373275756836
25,0.5995429158210754,1.5603224039077759
26,0.5830461339176637,1.8093549013137817
27,0.5890597626176804,1.314849853515625
28,0.5856871439524346,1.1087309122085571
29,0.5537821790934857,1.7303632497787476
30,0.5664016716767356,1.854043960571289
31,0.5228768658887654,1.8585057258605957
32,0.514071404309797,1.4106886386871338
33,0.5176230188439653,1.279687762260437
34,0.5179271829065852,1.3291900157928467
35,0.5067010334649011,1.2962616682052612
36,0.4839562886048362,2.2394471168518066
37,0.5023446445065644,1.8218021392822266
38,0.47513542250188856,1.293102502822876
39,0.45778379327963786,1.3965481519699097
40,0.523221898453398,1.3782627582550049
41,0.4741004886427475,1.7314884662628174
42,0.5039384830060429,1.846099615097046
43,0.4961142093723357,1.5193477869033813
44,0.4580660418690187,1.325194239616394
45,0.4547546015984101,1.1748220920562744
46,0.4463640576257756,1.410935401916504
47,0.4544693606062085,1.08417546749115
48,0.46411030688835064,1.3994090557098389
49,0.42397066888384793,1.3336681127548218
50,0.4090444166310795,1.1226727962493896
51,0.40487649334662873,1.9130254983901978
52,0.44918382355055886,1.0507183074951172
53,0.44565798599682555,1.1329374313354492
54,0.43894737287965746,1.9912461042404175
55,0.4022134955952929,2.0280115604400635
56,0.40863743369804,1.1322789192199707
57,0.3817945963737228,1.0139755010604858
58,0.41655837927813305,1.1346081495285034
