name,gas,temp,pressure,cutoff,path,henry_coeff
XICYUF_clean,argon,273.0,5.0,14.0,XICYUF_clean_argon_273.0K_5.0bar_14.0/Output/System_0,3.29356e-06
WEMYEU_clean,argon,273.0,5.0,14.0,WEMYEU_clean_argon_273.0K_5.0bar_14.0/Output/System_0,6.90509e-06
VAQSEO_clean,argon,273.0,5.0,14.0,VAQSEO_clean_argon_273.0K_5.0bar_14.0/Output/System_0,3.58102e-06
BALPAH_clean,argon,273.0,5.0,14.0,BALPAH_clean_argon_273.0K_5.0bar_14.0/Output/System_0,1.56253e-06
UKUBIM_clean,argon,273.0,5.0,14.0,UKUBIM_clean_argon_273.0K_5.0bar_14.0/Output/System_0,1.44529e-05
OHEMIX_clean,argon,273.0,5.0,14.0,OHEMIX_clean_argon_273.0K_5.0bar_14.0/Output/System_0,3.13566e-06
OSAXAI_clean,argon,273.0,5.0,14.0,OSAXAI_clean_argon_273.0K_5.0bar_14.0/Output/System_0,1.26986e-05
XISKUF_clean,argon,273.0,5.0,14.0,XISKUF_clean_argon_273.0K_5.0bar_14.0/Output/System_0,0.00017469
MUVHAN_clean,argon,273.0,5.0,14.0,MUVHAN_clean_argon_273.0K_5.0bar_14.0/Output/System_0,2.51265e-05
XOPVOO_clean,argon,273.0,5.0,14.0,XOPVOO_clean_argon_273.0K_5.0bar_14.0/Output/System_0,35.5886
YIPDOR_clean,argon,273.0,5.0,14.0,YIPDOR_clean_argon_273.0K_5.0bar_14.0/Output/System_0,4.14903e-06
ZASTUK_clean,argon,273.0,5.0,14.0,ZASTUK_clean_argon_273.0K_5.0bar_14.0/Output/System_0,1.03818e-05
ACIBIY_clean,argon,273.0,5.0,14.0,ACIBIY_clean_argon_273.0K_5.0bar_14.0/Output/System_0,3.10675e-06
REXFUX_clean,argon,273.0,5.0,14.0,REXFUX_clean_argon_273.0K_5.0bar_14.0/Output/System_0,2.38936e-06
KEGZOL04_clean,argon,273.0,5.0,14.0,KEGZOL04_clean_argon_273.0K_5.0bar_14.0/Output/System_0,2.7274e-06
ADODII_clean,argon,273.0,5.0,14.0,ADODII_clean_argon_273.0K_5.0bar_14.0/Output/System_0,7.52857e-06
OKAYIK_clean,argon,273.0,5.0,14.0,OKAYIK_clean_argon_273.0K_5.0bar_14.0/Output/System_0,2.90517e-05
cm503311x_alf450K_clean,argon,273.0,5.0,14.0,cm503311x_alf450K_clean_argon_273.0K_5.0bar_14.0/Output/System_0,7.46998e-06
SEFTUU_clean,argon,273.0,5.0,14.0,SEFTUU_clean_argon_273.0K_5.0bar_14.0/Output/System_0,2.81211e-06
TOXHEV_clean,argon,273.0,5.0,14.0,TOXHEV_clean_argon_273.0K_5.0bar_14.0/Output/System_0,8.32897e-06
YOZBAS_clean,argon,273.0,5.0,14.0,YOZBAS_clean_argon_273.0K_5.0bar_14.0/Output/System_0,5.76873e-06
VUQKUO_clean,argon,273.0,5.0,14.0,VUQKUO_clean_argon_273.0K_5.0bar_14.0/Output/System_0,3.63665e-06
FUVDEH12_clean,argon,273.0,5.0,14.0,FUVDEH12_clean_argon_273.0K_5.0bar_14.0/Output/System_0,4.09499e-06
