name,gas,temp,pressure,cutoff,path,abs_mol_per_kg_framework,abs_molecules_per_uc,abs_mg_per_g_framework,abs_cm3STP_per_g,abs_cm3STP_per_cm3,source_chunk
SITFUY_clean,argon,273.0,0.1,14.0,SITFUY_clean_argon_273.0K_0.1bar_14.0/Output/System_0,0.39947569340000005,1.995925,15.9582550003,8.9538385038,9.0020645879,chunk_1
RAXBOJ_clean,argon,273.0,0.1,14.0,RAXBOJ_clean_argon_273.0K_0.1bar_14.0/Output/System_0,0.014147656599999999,0.0781916667,0.5651705872,0.3171052327,0.7736231151999999,chunk_1
HUZSUR_clean,argon,273.0,0.1,14.0,HUZSUR_clean_argon_273.0K_0.1bar_14.0/Output/System_0,0.061009680700000006,0.15008125,2.4372147258,1.3674695043,1.2170540481999998,chunk_1
DURDIF_clean,argon,273.0,0.1,14.0,DURDIF_clean_argon_273.0K_0.1bar_14.0/Output/System_0,0.06398060559999999,0.070525,2.5558972343,1.4340597432,1.0542394153,chunk_1
CAZNEY_clean,argon,273.0,0.1,14.0,CAZNEY_clean_argon_273.0K_0.1bar_14.0/Output/System_0,0.0649041272,0.1487166667,2.5927900721,1.4547595323,1.210437633,chunk_1
EREFEN01_SL,argon,273.0,0.1,14.0,EREFEN01_SL_argon_273.0K_0.1bar_14.0/Output/System_0,0.1452617339,0.2380722222,5.8029157471,3.2558929813999997,3.7015153525,chunk_1
TADWOM_clean,argon,273.0,0.1,14.0,TADWOM_clean_argon_273.0K_0.1bar_14.0/Output/System_0,0.0789592117,0.68315,3.1542625906,1.769789857,1.5556996319999998,chunk_1
DANZEZ_charged,argon,273.0,0.1,14.0,DANZEZ_charged_argon_273.0K_0.1bar_14.0/Output/System_0,0.0368887684,0.18386666670000001,1.4736325206999998,0.8268239607,0.8120348809000001,chunk_1
CUVHIL02_clean_h,argon,273.0,0.1,14.0,CUVHIL02_clean_h_argon_273.0K_0.1bar_14.0/Output/System_0,0.026896416099999997,0.1202375,1.0744580315999999,0.6028556188,0.9994460638,chunk_1
GULBAR_clean,argon,273.0,0.1,14.0,GULBAR_clean_argon_273.0K_0.1bar_14.0/Output/System_0,0.1455868795,0.316296875,5.8159046619,3.2631807861,4.722243242,chunk_1
