name,gas,temp,pressure,cutoff,path,abs_mol_per_kg_framework,abs_molecules_per_uc,abs_mg_per_g_framework,abs_cm3STP_per_g,abs_cm3STP_per_cm3,source_chunk
1499489-acs.cgd.6b01265_1499490_clean,argon,273.0,15.0,14.0,1499489-acs.cgd.6b01265_1499490_clean_argon_273.0K_15.0bar_14.0/Output/System_0,6.9215154026,51.44045,276.5006973017,155.1386783697,137.1700444802,chunk_1
acs.chemmater.5b03723_cm5b03723_si_004_clean,argon,273.0,15.0,14.0,acs.chemmater.5b03723_cm5b03723_si_004_clean_argon_273.0K_15.0bar_14.0/Output/System_0,6.138112798200001,69.23115,245.2053300629,137.579511395,106.29230900030001,chunk_1
APEBII_clean,argon,273.0,15.0,14.0,APEBII_clean_argon_273.0K_15.0bar_14.0/Output/System_0,7.011934212999999,59.169225,280.1127479406,157.16532339370002,192.2790297712,chunk_1
ACOCUS_clean,argon,273.0,15.0,14.0,ACOCUS_clean_argon_273.0K_15.0bar_14.0/Output/System_0,6.908502865499999,147.8249,275.9808724696,154.84701567870002,53.6550884679,chunk_1
AGUBUA_clean,argon,273.0,15.0,14.0,AGUBUA_clean_argon_273.0K_15.0bar_14.0/Output/System_0,3.5843075072,8.2593555556,143.1859162968,80.3385815378,147.2894071214,chunk_1
AMIZIG_clean,argon,273.0,15.0,14.0,AMIZIG_clean_argon_273.0K_15.0bar_14.0/Output/System_0,1.6184313974000002,4.47500625,64.653097462,36.2754820897,50.930675674700005,chunk_1
acs.inorgchem.6b01416_ic6b01416_si_004_clean,argon,273.0,15.0,14.0,acs.inorgchem.6b01416_ic6b01416_si_004_clean_argon_273.0K_15.0bar_14.0/Output/System_0,3.5832527356,24.8082125,143.1437802818,80.3149399133,107.8525776087,chunk_1
acs.inorgchem.5b02316_ic5b02316_si_002_clean,argon,273.0,15.0,14.0,acs.inorgchem.5b02316_ic5b02316_si_002_clean_argon_273.0K_15.0bar_14.0/Output/System_0,10.5659377721,33.3617277778,422.0880821207,236.8246729749,317.8057501085,chunk_1
acs.inorgchem.6b00276_ic6b00276_si_006_clean,argon,273.0,15.0,14.0,acs.inorgchem.6b00276_ic6b00276_si_006_clean_argon_273.0K_15.0bar_14.0/Output/System_0,7.450698191900001,187.139825,297.6404913706,166.9997685762,127.14082820600001,chunk_1
APEBOO_clean,argon,273.0,15.0,14.0,APEBOO_clean_argon_273.0K_15.0bar_14.0/Output/System_0,9.926867570299999,87.85895,396.5585056992,222.5005689707,277.6236960603,chunk_1
AQEGUY_clean,argon,273.0,15.0,14.0,AQEGUY_clean_argon_273.0K_15.0bar_14.0/Output/System_0,3.6395558679000004,9.61295,145.3929778091,81.5769169541,119.39139493190001,chunk_1
AKOXIJ_clean,argon,273.0,15.0,14.0,AKOXIJ_clean_argon_273.0K_15.0bar_14.0/Output/System_0,5.4446272075,42.2330833333,217.50196768560002,122.0357421838,174.2186731799,chunk_1
acscombsci.5b00188_34903_clean,argon,273.0,15.0,14.0,acscombsci.5b00188_34903_clean_argon_273.0K_15.0bar_14.0/Output/System_0,4.3972627651,5.916906944400001,175.66185294080003,98.56014097309999,213.4630938712,chunk_1
acscombsci.5b00188_5013797_clean,argon,273.0,15.0,14.0,acscombsci.5b00188_5013797_clean_argon_273.0K_15.0bar_14.0/Output/System_0,5.702147543,8.3874208333,227.789390048,127.8077967381,84.9908109412,chunk_1
ACODAZ_clean,argon,273.0,15.0,14.0,ACODAZ_clean_argon_273.0K_15.0bar_14.0/Output/System_0,6.8161527068,143.7302,272.29166833290003,152.7770814631,52.423811466000004,chunk_1
ANOMOG_clean,argon,273.0,15.0,14.0,ANOMOG_clean_argon_273.0K_15.0bar_14.0/Output/System_0,6.6124660401,31.2724375,264.1547933708,148.2116534551,116.2800970385,chunk_1
ACOCOM_clean,argon,273.0,15.0,14.0,ACOCOM_clean_argon_273.0K_15.0bar_14.0/Output/System_0,6.7197172228,143.18455,268.4392636146,150.61557886149998,52.703792157200006,chunk_1
acs.cgd.5b01554_VAGNUP1452791_clean,argon,273.0,15.0,14.0,acs.cgd.5b01554_VAGNUP1452791_clean_argon_273.0K_15.0bar_14.0/Output/System_0,2.0716966334999998,14.03185,82.760137114,46.434958099,68.28114732680001,chunk_1
ADOBIF_clean,argon,273.0,15.0,14.0,ADOBIF_clean_argon_273.0K_15.0bar_14.0/Output/System_0,2.7965590428,11.3968125,111.71694064040001,62.6820065613,99.58454702190001,chunk_1
AHIYOH_clean,argon,273.0,15.0,14.0,AHIYOH_clean_argon_273.0K_15.0bar_14.0/Output/System_0,2.6432416189,19.00601875,105.59221619290001,59.245553541599996,84.45168063220001,chunk_1
AQERUL_clean,argon,273.0,15.0,14.0,AQERUL_clean_argon_273.0K_15.0bar_14.0/Output/System_0,3.4982512129,37.91860625,139.7481394513,78.409717844,129.2094605173,chunk_1
AQIXUU_clean,argon,273.0,15.0,14.0,AQIXUU_clean_argon_273.0K_15.0bar_14.0/Output/System_0,1.8178485547999998,1.9957152778,72.61941406689999,40.7452134199,94.37332997629998,chunk_1
