filename,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,Has_OMS,HENRY,0.01,0.05,0.1,0.5,1,5,15
c6ce00407e_c6ce00407e6_clean,30.12078,11.89205,30.05394,0.244057,1388.32,5688.54,0.0,0.0,0.9004,3.68931,0.0,0,4.21663e-06,0.0042340101,0.0209297462,,0.2073882042,0.4069688379,,
CAMROA_clean,7.19069,4.56478,7.19069,1.30979,1422.32,1085.91,0.0,0.0,0.5454,0.416401,0.0,1,9.28995e-06,0.0092960573,0.0465726112,0.0910489933,0.4315386582,0.7955696574,,
cg500175k_si_001_auto,20.37708,9.90922,20.37708,0.51525,1882.27,3653.11,0.0,0.0,0.821,1.5934,0.0,1,4.52182e-06,0.004511284,0.0223672048,0.045624052,0.2237052434,0.4453092043,,
cm503311x_alf450K_clean,7.38286,7.11841,7.37883,0.965482,1551.09,1606.55,0.0,0.0,0.6096,0.631395,0.0,0,7.46998e-06,0.0074653382,0.0370759591,0.0744895974,0.3652313586,0.70672003,,
CUTBOK_clean,7.33815,5.8072,7.33815,1.06996,2094.35,1957.42,0.0,0.0,0.6432,0.601145,0.0,1,4.04121e-06,0.0040991153,0.0199904623,0.0410057033,0.2008233899,0.3903139316,,
DOMGET_clean,8.23499,5.7551,8.23499,1.19438,753.876,631.188,519.762,435.174,0.5322,0.445589,0.0,1,7.91561e-06,0.00779922,0.0397560623,0.0774440148,0.3709441335,0.7104964769,,
DOTFID_clean,9.22988,5.76129,9.20339,0.797235,1784.74,2238.66,0.0,0.0,0.64,0.802774,0.0,1,5.76623e-06,0.0058939485,0.0288004771,0.0571008438,0.2787953847,0.5364758128,,
EBUQEX_clean,6.34635,3.93297,6.34076,0.890694,1572.67,1765.66,0.0,0.0,0.5872,0.659261,0.0,1,1.54006e-05,0.0158411349,0.0734940224,0.1464286067,0.6524586645,1.1578331608,,
EMIHAK_charged,6.82599,5.00524,6.80537,1.48471,2257.17,1520.28,0.0,0.0,0.6456,0.434833,0.0,1,7.80958e-06,0.0078910403,0.0389540053,0.077204254,0.3647348366,0.7032801623,,
FIMYUX_clean,8.65094,5.25908,8.63733,1.14098,1847.33,1619.08,0.0,0.0,0.6182,0.541817,0.0,1,4.0833e-06,0.0039903972,0.0203869732,0.0410179636,0.1999330063,0.3859614067,,
GOSDEZ_clean,8.09273,5.75735,7.88104,0.987164,1834.02,1857.87,0.0,0.0,0.6214,0.62948,0.0,1,4.71105e-06,0.0046370209,0.0235783656,0.0473339146,0.2318251176,0.455048194,,
HAJMAH_clean,5.98029,3.63688,5.98029,1.32826,401.891,302.571,0.0,0.0,0.3816,0.287294,0.0,0,3.86509e-06,0.0037908477,0.0187615121,0.0372515311,0.171835005,0.3013690429,,
HAPVAX_clean,4.77798,4.3693,4.77798,2.75276,1214.15,441.064,0.0,0.0,0.4816,0.174951,0.0,1,2.66213e-06,0.0027056899,0.0130889071,0.0264642575,0.1248808167,0.2364236759,,
HEHCOO_clean,9.66574,7.84648,9.66574,0.868335,1891.17,2177.92,0.0,0.0,0.6642,0.764912,0.0,0,1.96577e-06,0.0019758687,0.0097406862,0.0196844064,0.0970255535,0.1948236272,,
HITXUE_clean,7.01987,3.4579,7.00671,1.45948,1435.62,983.658,0.0,0.0,0.5396,0.369722,0.0,0,5.41958e-05,0.0540575564,0.2635342652,0.5034511513,2.0828383417,3.2670280565,,
HUSJUC_clean,5.68783,4.95516,5.68491,1.59918,1031.7,645.145,0.0,0.0,0.4382,0.274015,0.0,0,7.02438e-06,0.0070714684,0.0346624761,0.0689617744,0.3194872002,0.5789629615,,
IFEQAN_SL,8.46927,8.16692,8.46927,1.35259,651.783,481.879,0.0,0.0,0.4438,0.328112,0.0,0,2.31648e-06,0.0023160114,0.0115307503,0.0233383231,0.113157726,0.2246953711,,
IKUTUF_clean,8.78737,4.08662,8.78737,1.10967,2075.01,1869.94,0.0,0.0,0.6536,0.589005,0.0,1,6.76017e-06,0.0067823008,0.0337276546,0.0662471543,0.3057244452,0.5657526241,,
ISENUQ_clean,5.97954,4.24278,5.90822,1.30449,1185.84,909.047,0.0,0.0,0.4938,0.37854,0.0,1,6.48104e-06,0.0064917394,0.032284901,0.0647839433,0.3014690207,0.5647145993,,
IXEDUK_charged,8.83948,6.75629,8.83948,0.939688,1825.79,1942.98,0.0,0.0,0.6374,0.67831,0.0,0,5.4084e-06,0.0053183305,0.0270387419,0.0532798358,0.2644624695,0.4979579079,,
JONKEE_clean,8.42508,3.57402,8.42508,1.22571,1377.6,1123.92,1.48432,1.21099,0.6092,0.497019,0.0,1,3.14625e-06,0.0030605267,0.0159717363,,0.15397912,0.2954467967,,
JOVYAW_clean,4.37224,3.52862,4.37224,1.32069,1193.38,903.605,0.0,0.0,0.5232,0.396155,0.0,1,1.06744e-05,0.0107823523,0.0539262177,0.1064687588,0.4874300613,0.8700682975,,
JUKNUA_clean,5.93325,3.47434,5.93325,3.50199,1020.83,291.501,0.0,0.0,0.457,0.130497,0.0,1,3.90307e-07,0.000402946,0.0019570654,0.0038829989,0.0193633436,0.0380240964,,
jz4002345_si_004_clean,8.12994,4.03809,8.12994,1.2166,1662.07,1366.16,0.0,0.0,0.5922,0.486767,0.000164393,0,5.45943e-06,0.0055770541,0.0271340961,0.0540461784,0.2555379168,0.4746071411,,
KAKBUW_clean,8.93435,3.48006,8.93366,0.947498,1239.02,1307.68,0.0,0.0,0.5736,0.605384,0.0,1,5.87173e-06,0.0058174217,0.0290604788,0.0577868735,0.2671147996,0.5060019098,,
KEGZOL04_clean,6.38911,4.90295,6.38911,0.984664,2559.58,2599.45,0.0,0.0,0.7106,0.721667,0.0,0,2.7274e-06,0.0027000019,0.0133311354,0.0276179006,0.1360053955,0.2716909233,,
KIFKEQ_clean,5.10059,4.42412,5.07747,0.933293,1534.27,1643.94,0.0,0.0,0.5798,0.621241,0.0,1,1.33516e-05,0.0134242133,0.0667027633,0.1299943412,0.6110397372,1.1510501589,,
KOSLEL_clean,10.95857,9.85075,10.95857,1.20305,1607.72,1336.37,0.0,0.0,0.652,0.541956,0.0,1,3.44865e-06,0.0034779642,0.0172239488,0.0347511048,0.1718453189,0.3375729881,,
KUCDES_clean,14.56646,4.11545,14.56646,0.750237,763.373,1017.51,570.594,760.551,0.617,0.822407,0.0,0,4.50147e-06,0.0045082983,0.0221228585,0.0443378164,0.2102855151,0.3836742275,,
LAFFEG_clean,5.85396,3.83342,5.85396,1.02444,1451.46,1416.84,0.0,0.0,0.5924,0.578269,0.0,1,7.5718e-06,0.0074776025,0.0372790463,0.0749465804,0.363236187,0.6709028121,,
LAFRAN01_clean,12.94102,4.77109,12.91248,0.722993,1886.42,2609.17,0.0,0.0,0.6828,0.944407,0.0,0,8.58482e-06,0.0084609356,0.0424147377,0.0840621405,0.3991343704,0.7769528533,,
LAMGUB_clean,4.96165,3.84451,4.96165,1.56907,690.851,440.295,0.0,0.0,0.504,0.32121,0.0,1,1.16487e-06,0.0011315779,0.0059020155,0.0115506928,0.056452226,0.111558688,,
LIKGUJ_clean,13.55589,7.04166,13.55589,1.03126,1881.99,1824.95,0.0,0.0,0.6824,0.661717,0.0,1,1.28426e-05,0.0129961347,0.0609741639,0.1208382729,0.4890883754,0.8440906094,,
LIQCUK_clean,7.72615,5.77662,7.72615,1.17897,1310.88,1111.88,0.0,0.0,0.5728,0.485847,0.0,1,4.40958e-06,0.0042094201,0.021463069,0.0436902541,0.2159192885,0.4248507587,,
LODPOK_clean,6.03379,4.847,6.02677,1.05247,1500.99,1426.17,0.0,0.0,0.5354,0.50871,0.0,1,1.27892e-05,0.0125876434,0.0626841118,0.1219343715,0.543654334,0.984503428,,
LUDLAZ_clean,6.64156,4.20343,6.64156,1.63514,826.484,505.451,0.0,0.0,0.421,0.25747,0.0,1,4.7382e-05,0.0463424751,0.2152400698,0.3823600576,1.1425634163,1.5895297169,,
MEFJOY_clean,13.35543,4.52002,13.28243,0.978068,2208.16,2257.67,0.0,0.0,0.6982,0.713857,0.0,1,7.08697e-06,0.0071694367,0.0353952155,0.0705757671,0.3393474672,0.6633045437,,
MIVWEU_manual,7.38717,5.36421,7.32631,1.56979,973.592,620.206,117.309,74.7292,0.55,0.350366,0.0,1,2.27034e-06,0.0022578234,0.0114397071,0.022505517,0.108445659,0.2038100733,,
MOBBIO_clean,5.66644,4.51564,5.66644,0.981281,2678.54,2729.64,0.0,0.0,0.6804,0.693379,0.0,0,3.15669e-06,0.0031395642,0.015859863,0.0305670181,0.1548900778,0.3083070462,,
MOQNUB_clean,4.13558,3.42781,4.13558,1.61589,456.737,282.654,0.0,0.0,0.4966,0.307323,0.0,0,1.4503e-05,0.0141652738,0.0713427204,0.1405971109,0.6367812393,1.1553289465,,
MUTDEM_clean,7.7486,3.51419,7.7486,0.965915,1652.66,1710.98,19.3,19.9811,0.6184,0.640222,0.0,1,4.41064e-06,0.0043953929,0.021975507,0.0439087506,0.2160883564,0.4267946884,,
MUVHAN_clean,5.19525,3.68882,5.00213,0.984437,787.185,799.629,502.322,510.263,0.5542,0.562961,0.0,0,2.51265e-05,0.0251754477,0.1211591845,0.2378759023,0.9531769752,1.6084595516,,
NAJTEA_clean,5.94588,4.33133,5.94588,1.22585,1966.72,1604.37,0.0,0.0,0.5868,0.478688,0.0,1,1.01893e-05,0.0100137833,0.0503407273,0.1001238943,0.4740754184,0.8665170367,,
NIBHOW_clean,27.51057,14.88459,27.48878,0.279595,1425.71,5099.19,0.0,0.0,0.8844,3.16315,0.0,1,4.05955e-06,0.0041222545,0.0205292956,0.0398523634,0.2012995222,0.4063465485,,
NUDLAA_clean,10.10107,9.89769,10.10107,1.02317,1506.84,1472.72,0.0,0.0,0.6112,0.597362,0.0,1,1.09008e-05,0.0109678582,0.0538501891,0.1060060755,0.4754253256,0.8871276515,,
OBAFIJ_clean,5.23118,4.64394,5.22975,2.3889,967.64,405.056,0.0,0.0,0.4836,0.202436,0.0,1,2.30303e-06,0.0023066629,0.011411911,0.0228869517,0.1103288985,0.2135544895,,
OCAWAT_clean,5.70065,4.00684,5.61058,1.58378,1148.22,724.987,0.0,0.0,0.5174,0.326687,0.0,1,5.75587e-06,0.0057891883,0.0288589043,0.0563236123,0.2672337251,0.4912242096,,
OHEMIX_clean,4.92196,3.64144,4.8529,1.34136,1406.83,1048.81,0.0,0.0,0.5778,0.430757,0.0,1,3.13566e-06,0.0032015395,0.0159753291,0.0316299157,0.1544669254,0.3078877595,,
OHUMIP_clean,9.16435,7.10723,9.14384,1.34842,2424.04,1797.69,0.180229,0.133659,0.714,0.529508,0.0,1,1.25425e-06,0.0012544561,0.0063158483,0.012418364,0.0630555727,0.1239027017,,
OKAYIK_clean,4.91102,3.55113,4.79222,1.56666,396.357,252.995,0.0,0.0,0.3392,0.216512,0.0,0,2.90517e-05,0.0296197529,0.1369193874,0.2507136883,0.7599072382,1.0278049207,,
ONIXOZ_clean,9.95246,9.1911,9.95246,0.909707,2025.76,2226.82,8.4669,9.30728,0.6802,0.747713,0.0,1,7.80581e-06,0.0078071712,0.03870889,0.0782717541,0.3813014675,0.7211776073,,
OSAXAI_clean,4.39347,3.53304,4.39347,1.30634,641.01,490.691,0.0,0.0,0.4368,0.334369,0.0,0,1.26986e-05,0.0125485984,0.0616938491,0.1233380765,0.4978111629,0.8230269954,,
POLNAG_clean,4.3281,3.57802,4.3281,1.44142,721.593,500.611,0.441141,0.306046,0.4992,0.346324,0.0,1,3.92538e-06,0.0040197688,0.019970256,0.0387832211,0.1854404875,0.3488309499,,
QADKAH_clean,4.77033,3.53305,4.75355,1.52919,937.023,612.757,0.0,0.0,0.5082,0.332332,0.0,1,6.605e-06,0.006635213,0.0328352938,0.0655640965,0.3076363283,0.5725320546,,
QOFCEV_clean,7.0406,3.82805,7.0406,1.32731,1013.17,763.33,0.0,0.0,0.4912,0.370073,0.0,1,4.09587e-06,0.0040131855,0.0200454757,0.040195999,0.194818449,0.3598080625,,
QOFDIA03_clean,7.02821,3.76639,6.94579,1.33237,1008.79,757.135,0.0,0.0,0.4842,0.363411,0.0,1,4.05204e-06,0.0040856961,0.0207436231,0.0402647911,0.1925232081,0.3636083642,,
QOJKAB_clean,5.80501,4.09157,5.4799,1.16562,2116.28,1815.58,0.0,0.0,0.6686,0.5736,0.0,0,3.78838e-06,0.0038495123,0.0187883163,0.037527478,0.1877890671,0.3718072693,,
QOWRAV03_clean,16.39933,5.24565,16.39933,0.71719,2129.19,2968.8,0.0,0.0,0.7134,0.994716,0.0,1,6.78318e-06,0.006859727,0.0337885718,0.0676956433,0.3202888993,0.6286969281,,
QOYYOU_clean,20.98431,4.51928,20.98413,0.928139,1622.7,1748.33,0.0,0.0,0.703,0.75743,0.0,1,7.57131e-06,0.007511329,0.0373786366,,0.3572303834,0.6986106781,,
RAXYOF_clean,4.79754,4.32387,4.79754,1.30004,712.796,548.286,0.0,0.0,0.4292,0.330142,0.0,0,3.96718e-06,0.0039508445,0.01990635,0.0392116467,0.1882147112,0.3564529744,,
REXDAB_clean,10.30851,5.62434,10.27466,1.28435,1767.21,1375.95,0.0,0.0,0.652,0.507649,0.0,0,2.32018e-06,0.0023423026,0.0114152688,0.023300578,0.1145990287,0.228728017,,
REXFUX_clean,8.11172,6.18424,8.11172,1.35522,1728.2,1275.22,0.0,0.0,0.6386,0.471215,0.0,0,2.38936e-06,0.0023758769,0.0117766865,0.0235632477,0.1190545385,0.2354093066,,
RIVDEH_clean,12.51922,5.05893,12.51169,0.722936,1917.36,2652.18,0.0,0.0,0.6838,0.945866,0.0,0,9.1487e-06,0.0091838066,0.0450482419,0.0895479472,0.4240144255,0.8232434471,,
RIVDIL_clean,12.99518,5.18013,12.98296,0.711583,1935.93,2720.59,0.0,0.0,0.6832,0.960112,0.0,0,9.06356e-06,0.0090226794,0.0449645967,0.0886753953,0.4259431085,0.8059645427,,
RUWWOW_clean,5.0384,3.90108,5.0384,1.48575,1143.96,769.955,0.0,0.0,0.494,0.332493,0.0,1,8.18181e-06,0.008215381,0.0409073031,0.0802707549,0.3841431617,0.6886876352,,
SACDUX_clean,8.2086,7.59473,8.16471,1.22736,2043.72,1665.13,0.0,0.0,0.6568,0.535131,0.0,1,3.76451e-06,0.0037181914,0.018741712,0.0378040259,0.1846139938,0.3512532185,,
SEFBOV_clean,5.65834,5.15011,5.64688,1.02534,2480.47,2419.17,0.0,0.0,0.6702,0.653638,0.0,1,5.15652e-06,0.0053235404,0.0258797317,0.0517540238,0.2567067033,0.501653024,,
SEFTUU_clean,11.47019,3.47366,11.47019,0.90919,1502.21,1652.25,0.0,0.0,0.6416,0.705683,0.0,0,2.81211e-06,0.0028627421,0.0140940278,0.0282589948,0.1416313634,0.2777065814,,
SEFWAD_clean,11.60905,3.66396,11.60905,0.909829,1580.0,1736.59,0.0,0.0,0.6436,0.707386,0.0,0,2.33998e-06,0.0023730324,0.0118285484,0.0230598341,0.1170703632,0.232051451,,
SEHSOO_clean,5.47299,4.61822,5.4729,1.35698,2221.14,1636.82,0.0,0.0,0.6394,0.471192,0.0,1,5.73707e-06,0.0056743099,0.0284480783,0.0570828115,0.2827243597,0.5488625621,,
SEYNAM_clean,4.61019,3.49627,4.57613,1.21074,674.404,557.017,0.0,0.0,0.4702,0.388357,0.0,1,5.60724e-06,0.0055401034,0.027279235,0.0541420677,0.2641763996,0.4979993436,,
SOBZOY_clean,5.37738,4.41402,5.37738,1.12835,1566.4,1388.22,0.0,0.0,0.582,0.515796,0.0,1,3.07216e-06,0.0030722431,0.0151420679,0.030388492,0.1517087022,0.2953506789,,
SOTTUR_clean,4.85387,3.54585,4.85387,1.5081,695.909,461.447,0.0,0.0,0.4606,0.305417,0.0,1,8.03106e-06,0.0080013218,0.0403000228,0.0782488732,0.3474195149,0.6207558627,,
SUFJIO_clean,6.28851,3.57969,6.27024,1.16864,1486.44,1271.94,3.80569,3.2565,0.6096,0.52163,0.0,1,1.26377e-05,0.012703223,0.062214377,0.1220854644,0.5666136885,1.0552906471,,
SUNLET_clean,14.87522,10.10535,14.86073,0.621573,1621.79,2609.18,0.0,0.0,0.734,1.18088,0.0,1,4.54319e-06,0.0044756627,0.0223114141,0.045393412,0.2181718337,0.4182147142,,
TANMIH_clean,5.18859,3.46319,5.18859,1.38533,742.681,536.106,0.0,0.0,0.453,0.326999,0.0,1,5.79192e-06,0.0057001711,0.0287717012,0.0561982027,0.259338037,0.4681994843,,
TINFIH_clean,5.27741,4.42681,5.20512,2.46359,1806.32,733.208,0.0,0.0,0.6116,0.248256,0.0,1,1.13642e-06,0.0010941226,0.005745435,0.0112346449,0.0566732768,0.1113566763,,
TONQOD_clean,8.4438,5.40906,5.91266,0.731873,2982.91,4075.73,0.0,0.0,0.7088,0.968474,0.0,1,7.15984e-06,0.0073619736,0.0355718524,0.0711368649,0.3512498129,0.6869138559,,
TOXHEV_clean,5.62501,5.12266,5.62332,1.0421,1433.18,1375.28,0.0,0.0,0.5534,0.531046,0.0,1,8.32897e-06,0.0083794485,0.0416377124,0.0836524999,0.3917217603,0.7196980298,,
UKUBIM_clean,7.24657,4.5792,7.24657,1.09306,1336.34,1222.57,0.0,0.0,0.5474,0.500795,0.0,0,1.44529e-05,0.0146325446,0.071245601,0.1394639327,0.6027665411,1.0796974343,,
UMODEH02_clean,11.81211,5.47188,11.81161,0.501768,2601.38,5184.43,0.0,0.0,0.788,1.57045,0.0,1,4.84654e-06,0.0049394584,0.0242145126,0.0487410255,0.2423651679,0.4827630914,,
UMOYOM05_clean,8.7274,5.24016,8.7274,0.61176,2969.67,4854.31,0.0,0.0,0.7308,1.19459,0.0,1,5.9818e-06,0.0056823497,0.0294001165,0.0606729299,0.2942245424,0.5906308379,,
UZAROE_clean,19.54541,7.16489,19.54541,0.922216,1503.01,1629.78,0.0,0.0,0.6638,0.719788,0.0,0,2.6214e-06,0.0025391496,0.0127583068,0.0261422011,0.1281976155,0.2456424845,,
VAKBIU_clean,5.76642,3.81153,5.76642,1.03317,1207.86,1169.08,0.0,0.0,0.5546,0.536794,0.0,0,1.08256e-05,0.0107266793,0.0541890844,0.1078034205,0.5089835732,0.968653159,,
VAQSEO_clean,5.56221,4.69235,5.56221,1.46678,509.1,347.086,0.0,0.0,0.428,0.291795,0.0,1,3.58102e-06,0.0035706386,0.0173230379,0.0352964332,0.1651578514,0.2985203175,,
VEQCEA_charged,5.43066,3.70621,5.43066,1.80255,404.415,224.357,11.3799,6.31322,0.4076,0.226124,0.0,0,5.92654e-07,0.0005556516,0.0029682635,0.0058986564,0.0295598821,0.056828599,,
VICYUD_clean,5.57985,4.2436,5.56531,1.15194,1489.65,1293.17,0.0,0.0,0.5668,0.492041,0.0,1,9.82317e-06,0.0097043735,0.0483648848,0.0957623904,0.4547630467,0.8558655972,,
VIPZAX_clean,4.67098,3.47065,4.66764,1.4463,574.254,397.051,55.2162,38.1776,0.4772,0.329946,0.0,1,3.94173e-06,0.0037815158,0.0196485952,0.0386002204,0.1910151263,0.3580132876,,
VOCQEJ_clean,4.92905,3.74227,4.92865,1.262,972.776,770.82,0.0,0.0,0.4598,0.364342,0.0,0,1.12411e-05,0.0110672123,0.0556219304,0.1096511624,0.5013625569,0.8890266489,,
VONCIM_clean,9.77811,8.65057,9.76354,1.43585,1122.84,782.003,80.8916,56.3372,0.5904,0.411186,0.0,1,5.26121e-06,0.0054304102,0.0252586327,0.0517212181,0.2380152777,0.4179169836,,
VOVLAV_clean,7.09794,6.73731,7.08748,1.8234,1956.99,1073.26,0.0,0.0,0.6326,0.346934,0.0,1,3.25608e-06,0.0032185268,0.0163422585,0.0323096513,0.15944918,0.302553528,,
VUKROK_clean,10.23625,8.88276,10.23453,0.696249,2008.41,2884.62,0.0,0.0,0.7104,1.02033,0.0,0,4.0016e-06,0.0040445434,0.0203177153,0.0397519484,0.1974440183,0.3959923894,,
VUQJUN_clean,11.32335,10.23371,11.32335,0.790589,1727.96,2185.66,0.0,0.0,0.6652,0.841398,0.0,1,8.23674e-06,0.0082038229,0.0410914647,0.0830758386,0.3941011338,0.7373399776,,
VUQKUO_clean,5.38168,3.9328,5.38168,1.30466,913.527,700.204,0.0,0.0,0.5054,0.387381,0.0,0,3.63665e-06,0.0035366713,0.0171650189,0.0360927596,0.1715238791,0.3335081021,,
VUSKEA_clean,14.99758,7.99679,14.99758,0.594675,2192.84,3687.46,0.0,0.0,0.8014,1.34763,0.0,0,3.31574e-06,0.0032224858,0.0164452296,0.0328539323,0.1654060547,0.3354997304,,
WABVIF01_clean,5.89002,4.16855,5.8002,1.2275,2042.76,1664.17,0.0,0.0,0.6358,0.517965,0.0,1,3.07651e-06,0.003078514,0.0154166875,0.0306801586,0.1528560239,0.2963431508,,
WEMYEU_clean,5.35582,4.09471,5.05089,1.10499,1072.18,970.31,64.9646,58.7922,0.5256,0.475662,0.0,1,6.90509e-06,0.0068700087,0.0341937246,0.0673533405,0.3187539727,0.5931414775,,
WENKIL_manual,7.47105,5.83636,7.39991,1.52317,599.735,393.742,39.1487,25.7022,0.4536,0.297801,0.0,1,3.28143e-06,0.003179596,0.0163639054,0.032367987,0.1558440267,0.3026313371,,
