name,HENRY,0.01,0.05,0.1,0.5,1,5,15
ABEXIQ_clean,3.45355e-06,0.0034899038,0.0171659643,0.0344895691,0.1669938793,0.3106034202,,
ACIBIY_clean,3.10675e-06,0.0031023593,0.0156376622,0.0306623112,0.1491008785,0.2809558094,,
ADAVIM_clean,3.84996e-06,0.0037256549,0.019390517,0.0384106075,0.1901552089,0.3725479887,,
ADODII_clean,7.52857e-06,0.0074247469,0.0376426143,0.0740293887,0.3421249159,0.6373701505,,
ALOLOD_charged,6.56745e-06,0.0066157235,0.0334867659,,0.3142621858,0.5843644719,,
BALPAH_clean,1.56253e-06,0.001530556,0.0078029419,0.0153923725,0.0746253595,0.1410297485,,
BAXGAK_clean,7.41554e-06,0.0074814611,0.0373773798,0.0715940204,0.3553808039,0.676080404,,
BEKYOG_clean,1.72624e-06,0.001713868,0.0084753631,0.0171057397,0.0844348844,0.1629356582,,
BODPAN_clean,7.6466e-06,0.0076533513,0.0376177293,,0.3335966069,0.6099348321,,
CAMROA_clean,9.28995e-06,0.0092960573,0.0465726112,0.0910489933,0.4315386582,0.7955696574,,
CUTBOK_clean,4.04121e-06,0.0040991153,0.0199904623,0.0410057033,0.2008233899,0.3903139316,,
DOMGET_clean,7.91561e-06,0.00779922,0.0397560623,0.0774440148,0.3709441335,0.7104964769,,
DOTFID_clean,5.76623e-06,0.0058939485,0.0288004771,0.0571008438,0.2787953847,0.5364758128,,
EBUQEX_clean,1.54006e-05,0.0158411349,0.0734940224,0.1464286067,0.6524586645,1.1578331608,,
EDUVUU_clean,4.29213e-06,0.0041721139,0.0214626062,0.0426843977,0.2139698418,0.4274490237,,
EMIHAK_charged,7.80958e-06,0.0078910403,0.0389540053,0.077204254,0.3647348366,0.7032801623,,
FILYAC_clean,6.60878e-06,0.0065999909,0.0328962984,0.0650621438,0.3184046181,0.6166513253,,
FIMYUX_clean,4.0833e-06,0.0039903972,0.0203869732,0.0410179636,0.1999330063,0.3859614067,,
FUVDEH12_clean,4.09499e-06,0.0043073329,0.0204486776,0.0405660219,0.1959298108,0.3663511217,,
GOSDEZ_clean,4.71105e-06,0.0046370209,0.0235783656,0.0473339146,0.2318251176,0.455048194,,
HAJMAH_clean,3.86509e-06,0.0037908477,0.0187615121,0.0372515311,0.171835005,0.3013690429,,
HANKEO_clean,5.53612e-06,0.0055925897,0.0273292924,,0.2639292593,0.5054067366,,
HAPVAX_clean,2.66213e-06,0.0027056899,0.0130889071,0.0264642575,0.1248808167,0.2364236759,,
HEHCOO_clean,1.96577e-06,0.0019758687,0.0097406862,0.0196844064,0.0970255535,0.1948236272,,
HITXUE_clean,5.41958e-05,0.0540575564,0.2635342652,0.5034511513,2.0828383417,3.2670280565,,
HOVQUG_clean,1.77275e-05,0.01720548,0.0874195733,0.1699363258,0.7249470297,1.2509455772,,
HUSJUC_clean,7.02438e-06,0.0070714684,0.0346624761,0.0689617744,0.3194872002,0.5789629615,,
IFEQAN_SL,2.31648e-06,0.0023160114,0.0115307503,0.0233383231,0.113157726,0.2246953711,,
IKUTUF_clean,6.76017e-06,0.0067823008,0.0337276546,0.0662471543,0.3057244452,0.5657526241,,
IMUKUW_clean,3.90638e-06,0.0038964932,0.0194503748,0.039021868,0.1947729,0.38113894,,
ISENUQ_clean,6.48104e-06,0.0064917394,0.032284901,0.0647839433,0.3014690207,0.5647145993,,
IXEDUK_charged,5.4084e-06,0.0053183305,0.0270387419,0.0532798358,0.2644624695,0.4979579079,,
JONKEE_clean,3.14625e-06,0.0030605267,0.0159717363,,0.15397912,0.2954467967,,
JOVYAW_clean,1.06744e-05,0.0107823523,0.0539262177,0.1064687588,0.4874300613,0.8700682975,,
JUKNUA_clean,3.90307e-07,0.000402946,0.0019570654,0.0038829989,0.0193633436,0.0380240964,,
KAKBUW_clean,5.87173e-06,0.0058174217,0.0290604788,0.0577868735,0.2671147996,0.5060019098,,
KEGZOL04_clean,2.7274e-06,0.0027000019,0.0133311354,0.0276179006,0.1360053955,0.2716909233,,
KIFKEQ_clean,1.33516e-05,0.0134242133,0.0667027633,0.1299943412,0.6110397372,1.1510501589,,
KONCIB_clean,0.00019309,0.1726368136,0.6018748173,0.9561559245,2.0934963066,2.5905989477,,
KOSLEL_clean,3.44865e-06,0.0034779642,0.0172239488,0.0347511048,0.1718453189,0.3375729881,,
KUCDES_clean,4.50147e-06,0.0045082983,0.0221228585,0.0443378164,0.2102855151,0.3836742275,,
LAFFEG_clean,7.5718e-06,0.0074776025,0.0372790463,0.0749465804,0.363236187,0.6709028121,,
LAFRAN01_clean,8.58482e-06,0.0084609356,0.0424147377,0.0840621405,0.3991343704,0.7769528533,,
LAMGUB_clean,1.16487e-06,0.0011315779,0.0059020155,0.0115506928,0.056452226,0.111558688,,
LIKGUJ_clean,1.28426e-05,0.0129961347,0.0609741639,0.1208382729,0.4890883754,0.8440906094,,
LIQCUK_clean,4.40958e-06,0.0042094201,0.021463069,0.0436902541,0.2159192885,0.4248507587,,
LODPOK_clean,1.27892e-05,0.0125876434,0.0626841118,0.1219343715,0.543654334,0.984503428,,
LUDLAZ_clean,4.7382e-05,0.0463424751,0.2152400698,0.3823600576,1.1425634163,1.5895297169,,
MEFJOY_clean,7.08697e-06,0.0071694367,0.0353952155,0.0705757671,0.3393474672,0.6633045437,,
MIVWEU_manual,2.27034e-06,0.0022578234,0.0114397071,0.022505517,0.108445659,0.2038100733,,
MIZZOM_clean,0.0087261,2.9435473273,4.1046450774,,4.8250596601,4.9405071039,,
MOBBAI_clean,0.0161682,4.1820962184,5.2924249343,,6.0628829206,6.2198891101,,
MOBBIO_clean,3.15669e-06,0.0031395642,0.015859863,0.0305670181,0.1548900778,0.3083070462,,
MOQNUB_clean,1.4503e-05,0.0141652738,0.0713427204,0.1405971109,0.6367812393,1.1553289465,,
